config,n_vlinks,scheme,n_fabrics,bw,jitdef,delays_max,delays_mean,jitters_max,jitters_mean,time,rate,size_factor,smax_max,smax_mean,bw_min,bw_max,bw_mean,bw_var,bw_min_orig,bw_max_orig,bw_mean_orig,bw_var_orig,error,times_calc,topology,config_id,config_dir
"diamond-48e-4L_final_vls_2",500,cioq,4,0.5,0,,,,,,125000,55.74757498048835,0,0,0.027936,0.499982,0.237303,0.096922,0.000501,0.008969,0.004257,0.001739,"other",0,"diamond-48e-4L",2,"vlconfigs/msggen1"
"diamond-48e-4L_final_vls_3",500,cioq,4,0.5,0,207532.33333333334,117544.4866666666,207529.0,117542.08966666664,4.937933,125000,53.68839256952647,81498,55308.428,0.051413,0.500023,0.229017,0.091469,0.000958,0.009313,0.004266,0.001704,"",1,"diamond-48e-4L",3,"vlconfigs/msggen1"
"double_reserve_mod-48e-6L_final_vls_1",500,cioq,4,0.5,0,,,,,,125000,51.45091582630171,0,0,0.02176,0.499986,0.178546,0.093394,0.000423,0.009718,0.00347,0.001815,"other",0,"double_reserve_mod-48e-6L",1,"vlconfigs/msggen1"
"double_reserve_mod-48e-6L_final_vls_2",500,cioq,4,0.5,0,,,,,,125000,48.1139337952271,0,0,0.016605,0.500007,0.171041,0.0926,0.000345,0.010392,0.003555,0.001925,"cancel",0,"double_reserve_mod-48e-6L",2,"vlconfigs/msggen1"
"double_reserve_mod-48e-6L_final_vls_3",500,cioq,4,0.5,0,,,,,,125000,54.28881650380022,0,0,0.00435,0.499968,0.182089,0.097806,8e-05,0.00921,0.003354,0.001802,"other",0,"double_reserve_mod-48e-6L",3,"vlconfigs/msggen1"
"2s-4e_final_vls_1",500,cioq,4,0.5,0,65581.0,48371.484,65578.0,48369.278333333335,0.491523,125000,8.496754239880365,12847,7811.69,0.217587,0.49996,0.358544,0.106244,0.02561,0.058846,0.042201,0.012505,"",1,"2s-4e",1,"vlconfigs/msggen2"
"2s-4e_final_vls_2",500,cioq,4,0.5,0,70554.0,50682.38433333333,70552.0,50680.151000000005,0.518683,125000,8.637219506296532,13094,7738.194,0.128056,0.499967,0.350314,0.121691,0.014827,0.057889,0.040561,0.01409,"",1,"2s-4e",2,"vlconfigs/msggen2"
"2s-4e_final_vls_3",500,cioq,4,0.5,0,81367.0,59155.776999999995,81364.0,59153.53333333335,0.519751,125000,10.508617065994116,15941,9553.604,0.205827,0.499976,0.367595,0.106008,0.019588,0.04758,0.034982,0.010088,"",1,"2s-4e",3,"vlconfigs/msggen2"
"3s-48e-4L_final_vls_1",500,cioq,4,0.5,0,,,,,,125000,47.29026766291497,0,0,0.022687,0.500009,0.159848,0.102118,0.00048,0.010573,0.00338,0.002159,"other",0,"3s-48e-4L",1,"vlconfigs/msggen2"
"3s-48e-4L_final_vls_2",500,cioq,4,0.5,0,,,,,,125000,45.00855162480871,0,0,0.028274,0.499986,0.16839,0.110133,0.000628,0.011109,0.003741,0.002447,"other",0,"3s-48e-4L",2,"vlconfigs/msggen2"
"3s-48e-4L_final_vls_3",500,cioq,4,0.5,0,78533.0,38258.23866666667,78529.66666666667,38255.98833333332,0.308221,125000,28.52904256533151,43307,26142.866,0.014812,0.499974,0.107532,0.07492,0.000519,0.017526,0.003769,0.002626,"",1,"3s-48e-4L",3,"vlconfigs/msggen2"
"6s-54e-3L_final_vls_1",500,cioq,4,0.5,0,134458.0,72782.73366666668,134454.33333333334,72780.178,0.431342,125000,66.96129637069774,101647,60809.728,0.010061,0.499991,0.142724,0.099111,0.00015,0.007467,0.002131,0.00148,"",1,"6s-54e-3L",1,"vlconfigs/msggen2"
"6s-54e-3L_final_vls_2",500,cioq,4,0.5,0,48703.0,28040.522333333305,48699.5,28038.00166666668,0.153511,125000,31.17595710188303,46795,28818.756,0.003213,0.499998,0.07614,0.066727,0.000103,0.016038,0.002442,0.00214,"",1,"6s-54e-3L",2,"vlconfigs/msggen2"
"6s-54e-3L_final_vls_3",499,cioq,4,0.5,0,71349.66666666667,30188.20607882432,71344.66666666667,30185.651970607872,0.182474,125000,32.30808994572241,48979,30210.230460921844,0.000818,0.499993,0.077251,0.064058,2.5e-05,0.015476,0.002391,0.001983,"",1,"6s-54e-3L",3,"vlconfigs/msggen2"
"diamond-48e-4L_final_vls_1",500,cioq,4,0.5,0,,,,,,125000,47.29026766291497,0,0,0.022687,0.500009,0.138954,0.090308,0.00048,0.010573,0.002938,0.00191,"other",0,"diamond-48e-4L",1,"vlconfigs/msggen2"
"diamond-48e-4L_final_vls_2",499,cioq,4,0.5,0,91226.0,45247.82398129597,91222.66666666667,45245.421175684714,0.516887,125000,36.83512597613084,55768,33472.42885771543,0.015908,0.499994,0.111275,0.095422,0.000432,0.013574,0.003021,0.002591,"",1,"diamond-48e-4L",2,"vlconfigs/msggen2"
"diamond-48e-4L_final_vls_3",500,cioq,4,0.5,0,,,,,,125000,32.89257285704888,0,0,0.01503,0.500008,0.112782,0.098438,0.000457,0.015201,0.003429,0.002993,"other",0,"diamond-48e-4L",3,"vlconfigs/msggen2"
"double_reserve_mod-48e-6L_final_vls_1",500,cioq,4,0.5,0,158248.0,89394.93266666667,158243.0,89391.49066666664,0.720746,125000,47.29026766291497,71786,43203.974,0.006892,0.500009,0.110726,0.084597,0.000146,0.010573,0.002341,0.001789,"",1,"double_reserve_mod-48e-6L",1,"vlconfigs/msggen2"
"double_reserve_mod-48e-6L_final_vls_2",499,cioq,4,0.5,0,,,,,,125000,37.55727484413731,0,0,,0.499991,0.095211,0.077259,,0.013313,0.002535,0.002057,"other",0,"double_reserve_mod-48e-6L",2,"vlconfigs/msggen2"
"double_reserve_mod-48e-6L_final_vls_3",500,cioq,4,0.5,0,248550.0,138390.76600000003,248545.0,138387.25366666663,1.381891,125000,54.35373410153277,82291,50045.48,0.007772,0.500005,0.13342,0.093257,0.000143,0.009199,0.002455,0.001716,"",1,"double_reserve_mod-48e-6L",3,"vlconfigs/msggen2"
"2s-4e_final_vls_1",500,cioq,8,0.5,0,59312.0,46738.087,59310.0,46735.94066666667,0.546752,125000,7.412129208236357,11207,7726.148,0.253795,0.499967,0.393708,0.107059,0.034243,0.067457,0.05312,0.014445,"",1,"2s-4e",1,"vlconfigs/msggen1"
"2s-4e_final_vls_2",500,cioq,8,0.5,0,64592.0,50256.13400000003,64589.0,50253.99333333334,0.548909,125000,7.896274537673126,11947,8153.628,0.261561,0.499967,0.40349,0.107742,0.033127,0.063321,0.051102,0.013646,"",1,"2s-4e",2,"vlconfigs/msggen1"
"2s-4e_final_vls_3",500,cioq,8,0.5,0,56029.0,44066.09633333334,56026.0,44063.88900000002,0.479709,125000,7.092701610043266,10759,7267.372,0.23347,0.49996,0.377418,0.103415,0.032919,0.070495,0.053216,0.014582,"",1,"2s-4e",3,"vlconfigs/msggen1"
"3s-48e-4L_final_vls_1",500,cioq,8,0.5,0,124329.0,61978.08333333334,124325.5,61975.81566666668,0.262623,125000,51.45091582630171,77896,52776.514,0.038382,0.499986,0.248712,0.105643,0.000746,0.009718,0.004834,0.002053,"",1,"3s-48e-4L",1,"vlconfigs/msggen1"
"3s-48e-4L_final_vls_2",500,cioq,8,0.5,0,86588.66666666667,48181.36333333336,86585.66666666667,48179.068,0.176137,125000,44.95594317568783,68198,46552.3,0.057133,0.499981,0.221272,0.09237,0.001271,0.011122,0.004922,0.002055,"",1,"3s-48e-4L",2,"vlconfigs/msggen1"
"3s-48e-4L_final_vls_3",500,cioq,8,0.5,0,109334.66666666667,58228.03633333334,109331.66666666667,58225.782999999996,0.239979,125000,48.063058733057765,72719,50451.0,0.053052,0.499986,0.240072,0.104265,0.001104,0.010403,0.004995,0.002169,"",1,"3s-48e-4L",3,"vlconfigs/msggen1"
"6s-54e-3L_final_vls_1",500,cioq,8,0.5,0,72525.5,40959.89633333335,72523.0,40957.349333333346,0.113757,125000,59.227671167969675,89433,61716.404,0.040874,0.499977,0.196729,0.096071,0.00069,0.008442,0.003322,0.001622,"",1,"6s-54e-3L",1,"vlconfigs/msggen1"
"6s-54e-3L_final_vls_2",500,cioq,8,0.5,0,76212.33333333333,39187.84833333332,76209.0,39185.36833333334,0.095764,125000,63.6213258684311,96322,65728.974,0.041226,0.500004,0.195348,0.100817,0.000648,0.007859,0.003071,0.001585,"",1,"6s-54e-3L",2,"vlconfigs/msggen1"
"6s-54e-3L_final_vls_3",500,cioq,8,0.5,0,72728.0,38321.396000000015,72723.66666666667,38318.842333333334,0.099607,125000,58.568583811643435,88907,60911.046,0.015678,0.500014,0.195448,0.095271,0.000268,0.008537,0.003337,0.001627,"",1,"6s-54e-3L",3,"vlconfigs/msggen1"
"diamond-48e-4L_final_vls_1",500,cioq,8,0.5,0,76907.0,45661.153,76904.0,45658.776333333335,0.138937,125000,51.45091582630171,77896,52776.514,0.038382,0.499986,0.219657,0.092155,0.000746,0.009718,0.004269,0.001791,"",1,"diamond-48e-4L",1,"vlconfigs/msggen1"
"diamond-48e-4L_final_vls_2",500,cioq,8,0.5,0,85738.0,50982.62766666666,85734.0,50980.244333333336,0.140288,125000,55.74757498048835,84569,58464.538,0.027936,0.499982,0.237303,0.096922,0.000501,0.008969,0.004257,0.001739,"",1,"diamond-48e-4L",2,"vlconfigs/msggen1"
"diamond-48e-4L_final_vls_3",500,cioq,8,0.5,0,79340.0,47739.5653333333,79336.0,47737.175666666684,0.148499,125000,53.68839256952647,81498,55308.428,0.051413,0.500023,0.229017,0.091469,0.000958,0.009313,0.004266,0.001704,"",1,"diamond-48e-4L",3,"vlconfigs/msggen1"
"double_reserve_mod-48e-6L_final_vls_1",500,cioq,8,0.5,0,126675.0,75592.18733333335,126670.0,75588.69200000001,0.343753,125000,51.45091582630171,77896,52776.514,0.02176,0.499986,0.178546,0.093394,0.000423,0.009718,0.00347,0.001815,"",1,"double_reserve_mod-48e-6L",1,"vlconfigs/msggen1"
"double_reserve_mod-48e-6L_final_vls_2",500,cioq,8,0.5,0,101328.0,60816.33099999998,101324.0,60812.91266666672,0.257765,125000,48.1139337952271,73036,51230.16,0.016605,0.500007,0.171041,0.0926,0.000345,0.010392,0.003555,0.001925,"",1,"double_reserve_mod-48e-6L",2,"vlconfigs/msggen1"
"double_reserve_mod-48e-6L_final_vls_3",500,cioq,8,0.5,0,129816.0,69600.40933333331,129811.0,69597.00866666666,0.262122,125000,54.28881650380022,81758,56976.91,0.00435,0.499968,0.182089,0.097806,8e-05,0.00921,0.003354,0.001802,"",1,"double_reserve_mod-48e-6L",3,"vlconfigs/msggen1"
"2s-4e_final_vls_1",500,cioq,8,0.5,0,65581.0,48371.484,65578.0,48369.278333333335,0.495006,125000,8.496754239880365,12847,7811.69,0.217587,0.49996,0.358544,0.106244,0.02561,0.058846,0.042201,0.012505,"",1,"2s-4e",1,"vlconfigs/msggen2"
"2s-4e_final_vls_2",500,cioq,8,0.5,0,70554.0,50682.38433333333,70552.0,50680.151000000005,0.522858,125000,8.637219506296532,13094,7738.194,0.128056,0.499967,0.350314,0.121691,0.014827,0.057889,0.040561,0.01409,"",1,"2s-4e",2,"vlconfigs/msggen2"
"2s-4e_final_vls_3",500,cioq,8,0.5,0,81367.0,59155.776999999995,81364.0,59153.53333333335,0.551001,125000,10.508617065994116,15941,9553.604,0.205827,0.499976,0.367595,0.106008,0.019588,0.04758,0.034982,0.010088,"",1,"2s-4e",3,"vlconfigs/msggen2"
"3s-48e-4L_final_vls_1",500,cioq,8,0.5,0,,,,,,125000,47.29026766291497,0,0,0.022687,0.500009,0.159848,0.102118,0.00048,0.010573,0.00338,0.002159,"other",0,"3s-48e-4L",1,"vlconfigs/msggen2"
"3s-48e-4L_final_vls_2",500,cioq,8,0.5,0,79283.0,41258.37999999998,79279.5,41256.10833333334,0.146618,125000,45.00855162480871,67962,41798.394,0.028274,0.499986,0.16839,0.110133,0.000628,0.011109,0.003741,0.002447,"",1,"3s-48e-4L",2,"vlconfigs/msggen2"
"3s-48e-4L_final_vls_3",500,cioq,8,0.5,0,44163.333333333336,21731.973999999995,44160.0,21729.72333333334,0.176671,125000,28.52904256533151,43307,26142.866,0.014812,0.499974,0.107532,0.07492,0.000519,0.017526,0.003769,0.002626,"",1,"3s-48e-4L",3,"vlconfigs/msggen2"
"6s-54e-3L_final_vls_1",500,cioq,8,0.5,0,67097.33333333333,38151.02099999999,67094.0,38148.490666666665,0.093579,125000,66.96129637069774,101647,60809.728,0.010061,0.499991,0.142724,0.099111,0.00015,0.007467,0.002131,0.00148,"",1,"6s-54e-3L",1,"vlconfigs/msggen2"
"6s-54e-3L_final_vls_2",500,cioq,8,0.5,0,31450.666666666668,16864.336000000007,31447.0,16861.786333333337,0.076577,125000,31.17595710188303,46795,28818.756,0.003213,0.499998,0.07614,0.066727,0.000103,0.016038,0.002442,0.00214,"",1,"6s-54e-3L",2,"vlconfigs/msggen2"
"6s-54e-3L_final_vls_3",499,cioq,8,0.5,0,40048.0,18001.56412825651,40042.666666666664,17999.006680026712,0.086307,125000,32.30808994572241,48979,30210.230460921844,0.000818,0.499993,0.077251,0.064058,2.5e-05,0.015476,0.002391,0.001983,"",1,"6s-54e-3L",3,"vlconfigs/msggen2"
"diamond-48e-4L_final_vls_1",500,cioq,8,0.5,0,59928.0,33932.145333333334,59926.0,33929.80633333333,0.121766,125000,47.29026766291497,71786,43203.974,0.022687,0.500009,0.138954,0.090308,0.00048,0.010573,0.002938,0.00191,"",1,"diamond-48e-4L",1,"vlconfigs/msggen2"
"diamond-48e-4L_final_vls_2",499,cioq,8,0.5,0,59951.333333333336,26123.225116900474,59947.666666666664,26120.854041416165,0.103537,125000,36.83512597613084,55768,33472.42885771543,0.015908,0.499994,0.111275,0.095422,0.000432,0.013574,0.003021,0.002591,"",1,"diamond-48e-4L",2,"vlconfigs/msggen2"
"diamond-48e-4L_final_vls_3",500,cioq,8,0.5,0,43158.0,24198.204666666657,43154.333333333336,24195.81566666667,0.113522,125000,32.89257285704888,49733,29970.626,0.01503,0.500008,0.112782,0.098438,0.000457,0.015201,0.003429,0.002993,"",1,"diamond-48e-4L",3,"vlconfigs/msggen2"
"double_reserve_mod-48e-6L_final_vls_1",500,cioq,8,0.5,0,86610.0,42566.237333333316,86606.0,42562.84433333332,0.162551,125000,47.29026766291497,71786,43203.974,0.006892,0.500009,0.110726,0.084597,0.000146,0.010573,0.002341,0.001789,"",1,"double_reserve_mod-48e-6L",1,"vlconfigs/msggen2"
"double_reserve_mod-48e-6L_final_vls_2",499,cioq,8,0.5,0,63819.0,32662.92718770875,63815.0,32659.49398797595,0.171621,125000,37.55727484413731,57011,34599.5250501002,,0.499991,0.095211,0.077259,,0.013313,0.002535,0.002057,"",1,"double_reserve_mod-48e-6L",2,"vlconfigs/msggen2"
"double_reserve_mod-48e-6L_final_vls_3",500,cioq,8,0.5,0,95419.0,53801.42466666665,95413.66666666667,53797.91933333333,0.187104,125000,54.35373410153277,82291,50045.48,0.007772,0.500005,0.13342,0.093257,0.000143,0.009199,0.002455,0.001716,"",1,"double_reserve_mod-48e-6L",3,"vlconfigs/msggen2"
"2s-4e_final_vls_1",500,cioq,16,0.5,0,59312.0,46738.087,59310.0,46735.94066666667,0.531612,125000,7.412129208236357,11207,7726.148,0.253795,0.499967,0.393708,0.107059,0.034243,0.067457,0.05312,0.014445,"",1,"2s-4e",1,"vlconfigs/msggen1"
"2s-4e_final_vls_2",500,cioq,16,0.5,0,64592.0,50256.13400000003,64589.0,50253.99333333334,0.543092,125000,7.896274537673126,11947,8153.628,0.261561,0.499967,0.40349,0.107742,0.033127,0.063321,0.051102,0.013646,"",1,"2s-4e",2,"vlconfigs/msggen1"
"2s-4e_final_vls_3",500,cioq,16,0.5,0,56029.0,44066.09633333334,56026.0,44063.88900000002,0.492631,125000,7.092701610043266,10759,7267.372,0.23347,0.49996,0.377418,0.103415,0.032919,0.070495,0.053216,0.014582,"",1,"2s-4e",3,"vlconfigs/msggen1"
"3s-48e-4L_final_vls_1",500,cioq,16,0.5,0,91894.0,39693.859000000004,91891.0,39691.570000000014,0.106488,125000,51.45091582630171,77896,52776.514,0.038382,0.499986,0.248712,0.105643,0.000746,0.009718,0.004834,0.002053,"",1,"3s-48e-4L",1,"vlconfigs/msggen1"
"3s-48e-4L_final_vls_2",500,cioq,16,0.5,0,61957.0,33083.51933333334,61954.0,33081.244000000006,0.104531,125000,44.95594317568783,68198,46552.3,0.057133,0.499981,0.221272,0.09237,0.001271,0.011122,0.004922,0.002055,"",1,"3s-48e-4L",2,"vlconfigs/msggen1"
"3s-48e-4L_final_vls_3",500,cioq,16,0.5,0,71373.0,37545.60633333332,71369.5,37543.33866666668,0.115193,125000,48.063058733057765,72719,50451.0,0.053052,0.499986,0.240072,0.104265,0.001104,0.010403,0.004995,0.002169,"",1,"3s-48e-4L",3,"vlconfigs/msggen1"
"6s-54e-3L_final_vls_1",500,cioq,16,0.5,0,54438.5,27982.563333333335,54435.5,27980.015999999996,0.071892,125000,59.227671167969675,89433,61716.404,0.040874,0.499977,0.196729,0.096071,0.00069,0.008442,0.003322,0.001622,"",1,"6s-54e-3L",1,"vlconfigs/msggen1"
"6s-54e-3L_final_vls_2",500,cioq,16,0.5,0,47036.5,27657.64100000001,47033.5,27655.151666666665,0.065901,125000,63.6213258684311,96322,65728.974,0.041226,0.500004,0.195348,0.100817,0.000648,0.007859,0.003071,0.001585,"",1,"6s-54e-3L",2,"vlconfigs/msggen1"
"6s-54e-3L_final_vls_3",500,cioq,16,0.5,0,44507.666666666664,26460.558999999997,44504.0,26458.039,0.062308,125000,58.568583811643435,88907,60911.046,0.015678,0.500014,0.195448,0.095271,0.000268,0.008537,0.003337,0.001627,"",1,"6s-54e-3L",3,"vlconfigs/msggen1"
"diamond-48e-4L_final_vls_1",500,cioq,16,0.5,0,56224.666666666664,29634.018666666663,56221.333333333336,29631.648666666664,0.07126,125000,51.45091582630171,77896,52776.514,0.038382,0.499986,0.219657,0.092155,0.000746,0.009718,0.004269,0.001791,"",1,"diamond-48e-4L",1,"vlconfigs/msggen1"
"diamond-48e-4L_final_vls_2",500,cioq,16,0.5,0,54579.0,32481.735999999994,54575.0,32479.343999999986,0.076412,125000,55.74757498048835,84569,58464.538,0.027936,0.499982,0.237303,0.096922,0.000501,0.008969,0.004257,0.001739,"",1,"diamond-48e-4L",2,"vlconfigs/msggen1"
"diamond-48e-4L_final_vls_3",500,cioq,16,0.5,0,56856.0,31069.665666666657,56853.0,31067.303333333333,0.087034,125000,53.68839256952647,81498,55308.428,0.051413,0.500023,0.229017,0.091469,0.000958,0.009313,0.004266,0.001704,"",1,"diamond-48e-4L",3,"vlconfigs/msggen1"
"double_reserve_mod-48e-6L_final_vls_1",500,cioq,16,0.5,0,76178.66666666667,41694.42600000001,76173.66666666667,41690.950999999965,0.159148,125000,51.45091582630171,77896,52776.514,0.02176,0.499986,0.178546,0.093394,0.000423,0.009718,0.00347,0.001815,"",1,"double_reserve_mod-48e-6L",1,"vlconfigs/msggen1"
"double_reserve_mod-48e-6L_final_vls_2",500,cioq,16,0.5,0,59838.0,36870.98866666668,59834.0,36867.61533333333,0.116325,125000,48.1139337952271,73036,51230.16,0.016605,0.500007,0.171041,0.0926,0.000345,0.010392,0.003555,0.001925,"",1,"double_reserve_mod-48e-6L",2,"vlconfigs/msggen1"
"double_reserve_mod-48e-6L_final_vls_3",500,cioq,16,0.5,0,80501.0,41153.10300000001,80496.0,41149.71533333333,0.135721,125000,54.28881650380022,81758,56976.91,0.00435,0.499968,0.182089,0.097806,8e-05,0.00921,0.003354,0.001802,"",1,"double_reserve_mod-48e-6L",3,"vlconfigs/msggen1"
"2s-4e_final_vls_1",500,cioq,16,0.5,0,65581.0,48371.484,65578.0,48369.278333333335,0.527117,125000,8.496754239880365,12847,7811.69,0.217587,0.49996,0.358544,0.106244,0.02561,0.058846,0.042201,0.012505,"",1,"2s-4e",1,"vlconfigs/msggen2"
"2s-4e_final_vls_2",500,cioq,16,0.5,0,70554.0,50682.38433333333,70552.0,50680.151000000005,0.542758,125000,8.637219506296532,13094,7738.194,0.128056,0.499967,0.350314,0.121691,0.014827,0.057889,0.040561,0.01409,"",1,"2s-4e",2,"vlconfigs/msggen2"
"2s-4e_final_vls_3",500,cioq,16,0.5,0,81367.0,59155.776999999995,81364.0,59153.53333333335,0.528672,125000,10.508617065994116,15941,9553.604,0.205827,0.499976,0.367595,0.106008,0.019588,0.04758,0.034982,0.010088,"",1,"2s-4e",3,"vlconfigs/msggen2"
"3s-48e-4L_final_vls_1",500,cioq,16,0.5,0,63507.666666666664,30415.042666666668,63504.666666666664,30412.762333333325,0.092216,125000,47.29026766291497,71786,43203.974,0.022687,0.500009,0.159848,0.102118,0.00048,0.010573,0.00338,0.002159,"",1,"3s-48e-4L",1,"vlconfigs/msggen2"
"3s-48e-4L_final_vls_2",500,cioq,16,0.5,0,63124.0,29404.087333333337,63121.5,29401.804999999993,0.083167,125000,45.00855162480871,67962,41798.394,0.028274,0.499986,0.16839,0.110133,0.000628,0.011109,0.003741,0.002447,"",1,"3s-48e-4L",2,"vlconfigs/msggen2"
"3s-48e-4L_final_vls_3",500,cioq,16,0.5,0,35399.5,15963.641000000001,35396.0,15961.365,0.076901,125000,28.52904256533151,43307,26142.866,0.014812,0.499974,0.107532,0.07492,0.000519,0.017526,0.003769,0.002626,"",1,"3s-48e-4L",3,"vlconfigs/msggen2"
"6s-54e-3L_final_vls_1",500,cioq,16,0.5,0,49548.333333333336,27568.474666666676,49544.666666666664,27565.959333333332,0.064436,125000,66.96129637069774,101647,60809.728,0.010061,0.499991,0.142724,0.099111,0.00015,0.007467,0.002131,0.00148,"",1,"6s-54e-3L",1,"vlconfigs/msggen2"
"6s-54e-3L_final_vls_2",500,cioq,16,0.5,0,24519.0,12477.545666666661,24516.0,12475.006000000007,0.053974,125000,31.17595710188303,46795,28818.756,0.003213,0.499998,0.07614,0.066727,0.000103,0.016038,0.002442,0.00214,"",1,"6s-54e-3L",2,"vlconfigs/msggen2"
"6s-54e-3L_final_vls_3",499,cioq,16,0.5,0,27520.0,13403.164662658653,27514.666666666668,13400.598530394118,0.065334,125000,32.30808994572241,48979,30210.230460921844,0.000818,0.499993,0.077251,0.064058,2.5e-05,0.015476,0.002391,0.001983,"",1,"6s-54e-3L",3,"vlconfigs/msggen2"
"diamond-48e-4L_final_vls_1",500,cioq,16,0.5,0,44667.333333333336,23777.334666666673,44664.0,23775.00566666667,0.069236,125000,47.29026766291497,71786,43203.974,0.022687,0.500009,0.138954,0.090308,0.00048,0.010573,0.002938,0.00191,"",1,"diamond-48e-4L",1,"vlconfigs/msggen2"
"diamond-48e-4L_final_vls_2",499,cioq,16,0.5,0,44446.0,18936.66299265196,44442.333333333336,18934.238810955238,0.077737,125000,36.83512597613084,55768,33472.42885771543,0.015908,0.499994,0.111275,0.095422,0.000432,0.013574,0.003021,0.002591,"",1,"diamond-48e-4L",2,"vlconfigs/msggen2"
"diamond-48e-4L_final_vls_3",500,cioq,16,0.5,0,33819.0,17051.302666666663,33816.0,17048.90866666666,0.07491,125000,32.89257285704888,49733,29970.626,0.01503,0.500008,0.112782,0.098438,0.000457,0.015201,0.003429,0.002993,"",1,"diamond-48e-4L",3,"vlconfigs/msggen2"
"double_reserve_mod-48e-6L_final_vls_1",500,cioq,16,0.5,0,54878.0,29417.463000000014,54874.0,29414.079666666665,0.099592,125000,47.29026766291497,71786,43203.974,0.006892,0.500009,0.110726,0.084597,0.000146,0.010573,0.002341,0.001789,"",1,"double_reserve_mod-48e-6L",1,"vlconfigs/msggen2"
"double_reserve_mod-48e-6L_final_vls_2",499,cioq,16,0.5,0,45948.0,23370.26118904476,45945.0,23366.84468937875,0.094345,125000,37.55727484413731,57011,34599.5250501002,,0.499991,0.095211,0.077259,,0.013313,0.002535,0.002057,"",1,"double_reserve_mod-48e-6L",2,"vlconfigs/msggen2"
"double_reserve_mod-48e-6L_final_vls_3",500,cioq,16,0.5,0,63234.0,36116.51533333331,63229.0,36113.03033333332,0.097573,125000,54.35373410153277,82291,50045.48,0.007772,0.500005,0.13342,0.093257,0.000143,0.009199,0.002455,0.001716,"",1,"double_reserve_mod-48e-6L",3,"vlconfigs/msggen2"
"2s-4e_final_vls_1",500,cioq,4,0.6,0,74883.0,57803.88566666666,74881.0,57801.664666666635,0.754076,125000,8.894555049883628,13448,9271.444,0.304559,0.599967,0.472453,0.128472,0.034243,0.067457,0.05312,0.014445,"",1,"2s-4e",1,"vlconfigs/msggen1"
"2s-4e_final_vls_2",500,cioq,4,0.6,0,86242.0,67068.51833333334,86239.0,67066.27566666665,0.774722,125000,9.47552944520775,14336,9784.454,0.313878,0.599967,0.484192,0.129292,0.033127,0.063321,0.051102,0.013646,"",1,"2s-4e",2,"vlconfigs/msggen1"
"2s-4e_final_vls_3",500,cioq,4,0.6,0,67707.0,54353.984,67704.0,54351.821666666685,0.635381,125000,8.511241932051918,12911,8720.956,0.280168,0.599961,0.452907,0.1241,0.032919,0.070495,0.053216,0.014582,"",1,"2s-4e",3,"vlconfigs/msggen1"
"3s-48e-4L_final_vls_1",500,cioq,4,0.6,0,,,,,,125000,61.741098991562055,0,0,0.046058,0.599985,0.298455,0.126772,0.000746,0.009718,0.004834,0.002053,"other",0,"3s-48e-4L",1,"vlconfigs/msggen1"
"3s-48e-4L_final_vls_2",500,cioq,4,0.6,0,,,,,,125000,53.94713181082539,0,0,0.068559,0.599978,0.265527,0.110844,0.001271,0.011122,0.004922,0.002055,"other",0,"3s-48e-4L",2,"vlconfigs/msggen1"
"3s-48e-4L_final_vls_3",500,cioq,4,0.6,0,,,,,,125000,57.67567047966932,0,0,0.063663,0.599984,0.288086,0.125118,0.001104,0.010403,0.004995,0.002169,"other",0,"3s-48e-4L",3,"vlconfigs/msggen1"
"6s-54e-3L_final_vls_1",500,cioq,4,0.6,0,,,,,,125000,71.07320540156361,0,0,0.049049,0.599974,0.236075,0.115285,0.00069,0.008442,0.003322,0.001622,"other",0,"6s-54e-3L",1,"vlconfigs/msggen1"
"6s-54e-3L_final_vls_2",500,cioq,4,0.6,0,,,,,,125000,76.34559104211732,0,0,0.049472,0.600006,0.234418,0.120981,0.000648,0.007859,0.003071,0.001585,"other",0,"6s-54e-3L",2,"vlconfigs/msggen1"
"6s-54e-3L_final_vls_3",500,cioq,4,0.6,0,,,,,,125000,70.28230057397212,0,0,0.018814,0.600018,0.234538,0.114326,0.000268,0.008537,0.003337,0.001627,"other",0,"6s-54e-3L",3,"vlconfigs/msggen1"
"diamond-48e-4L_final_vls_1",500,cioq,4,0.6,0,,,,,,125000,61.741098991562055,0,0,0.046058,0.599985,0.263589,0.110586,0.000746,0.009718,0.004269,0.001791,"other",0,"diamond-48e-4L",1,"vlconfigs/msggen1"
"diamond-48e-4L_final_vls_2",500,cioq,4,0.6,0,,,,,,125000,66.89708997658602,0,0,0.033524,0.599979,0.284764,0.116306,0.000501,0.008969,0.004257,0.001739,"other",0,"diamond-48e-4L",2,"vlconfigs/msggen1"
"diamond-48e-4L_final_vls_3",500,cioq,4,0.6,0,,,,,,125000,64.42607108343176,0,0,0.061695,0.600027,0.27482,0.109763,0.000958,0.009313,0.004266,0.001704,"other",0,"diamond-48e-4L",3,"vlconfigs/msggen1"
"double_reserve_mod-48e-6L_final_vls_1",500,cioq,4,0.6,0,,,,,,125000,61.741098991562055,0,0,0.026112,0.599985,0.214256,0.112073,0.000423,0.009718,0.00347,0.001815,"other",0,"double_reserve_mod-48e-6L",1,"vlconfigs/msggen1"
"double_reserve_mod-48e-6L_final_vls_2",500,cioq,4,0.6,0,,,,,,125000,57.736720554272516,0,0,0.019926,0.600009,0.205249,0.11112,0.000345,0.010392,0.003555,0.001925,"other",0,"double_reserve_mod-48e-6L",2,"vlconfigs/msggen1"
