config,n_vlinks,scheme,n_fabrics,bw,jitdef,delays_max,delays_mean,jitters_max,jitters_mean,time,rate,size_factor,smax_max,smax_mean,bw_min,bw_max,bw_mean,bw_var,bw_min_orig,bw_max_orig,bw_mean_orig,bw_var_orig,error,times_calc,topology,config_id,config_dir
"diamond-48e-4L_final_vls_3",500,cioq,8,0.05,0,3965.3333333333335,2007.1860000000004,3961.6666666666665,2004.786,0.085665,125000,3.2892572857048883,4973,2996.618,0.001503,0.04999,0.011276,0.009842,0.000457,0.015201,0.003429,0.002993,"",1,"diamond-48e-4L",3,"vlconfigs/msggen2"
"double_reserve_mod-48e-6L_final_vls_1",500,cioq,8,0.05,0,5703.666666666667,3449.929666666665,5699.666666666667,3446.523999999997,0.12009,125000,4.729026766291497,7178,4319.922,0.000689,0.049996,0.011071,0.008459,0.000146,0.010573,0.002341,0.001789,"",1,"double_reserve_mod-48e-6L",1,"vlconfigs/msggen2"
"double_reserve_mod-48e-6L_final_vls_2",499,cioq,8,0.05,0,4909.333333333333,2706.444221776886,4904.333333333333,2703.0130260521046,0.092726,125000,3.755727484413731,5701,3459.486973947896,,0.049989,0.00952,0.007725,,0.013313,0.002535,0.002057,"",1,"double_reserve_mod-48e-6L",2,"vlconfigs/msggen2"
"double_reserve_mod-48e-6L_final_vls_3",500,cioq,8,0.05,0,6852.0,4021.485666666665,6848.0,4018.015666666667,0.092269,125000,5.435373410153278,8229,5004.086,0.000777,0.049995,0.013341,0.009325,0.000143,0.009199,0.002455,0.001716,"",1,"double_reserve_mod-48e-6L",3,"vlconfigs/msggen2"
"2s-4e_final_vls_1",500,cioq,16,0.05,0,4761.0,3672.997,4758.0,3670.809333333335,0.243632,125000,0.7412129208236358,1120,772.154,0.025365,0.049967,0.039347,0.010699,0.034243,0.067457,0.05312,0.014445,"",1,"2s-4e",1,"vlconfigs/msggen1"
"2s-4e_final_vls_2",500,cioq,16,0.05,0,5233.0,3961.5496666666663,5231.0,3959.3586666666665,0.235544,125000,0.7896274537673126,1194,814.924,0.026143,0.04997,0.040328,0.010769,0.033127,0.063321,0.051102,0.013646,"",1,"2s-4e",2,"vlconfigs/msggen1"
"2s-4e_final_vls_3",500,cioq,16,0.05,0,4544.0,3460.9796666666666,4541.0,3458.742333333334,0.232504,125000,0.7092701610043266,1075,726.256,0.023331,0.049964,0.037717,0.010335,0.032919,0.070495,0.053216,0.014582,"",1,"2s-4e",3,"vlconfigs/msggen1"
"3s-48e-4L_final_vls_1",500,cioq,16,0.05,0,7104.5,3154.057666666668,7101.5,3151.781666666668,0.062779,125000,5.1450915826301715,7789,5277.172,0.003838,0.049994,0.024869,0.010563,0.000746,0.009718,0.004834,0.002053,"",1,"3s-48e-4L",1,"vlconfigs/msggen1"
"3s-48e-4L_final_vls_2",500,cioq,16,0.05,0,5332.0,2827.285333333334,5329.0,2825.034666666666,0.066879,125000,4.4955943175687825,6819,4654.786,0.005713,0.049994,0.022125,0.009236,0.001271,0.011122,0.004922,0.002055,"",1,"3s-48e-4L",2,"vlconfigs/msggen1"
"3s-48e-4L_final_vls_3",500,cioq,16,0.05,0,5877.5,3081.0750000000025,5874.0,3078.7933333333335,0.067534,125000,4.806305873305777,7271,5044.68,0.005305,0.049994,0.024005,0.010426,0.001104,0.010403,0.004995,0.002169,"",1,"3s-48e-4L",3,"vlconfigs/msggen1"
"6s-54e-3L_final_vls_1",500,cioq,16,0.05,0,4824.0,2545.969333333333,4821.0,2543.4499999999994,0.054234,125000,5.922767116796968,8943,6171.178,0.004087,0.049994,0.019671,0.009606,0.00069,0.008442,0.003322,0.001622,"",1,"6s-54e-3L",1,"vlconfigs/msggen1"
"6s-54e-3L_final_vls_2",500,cioq,16,0.05,0,4281.0,2543.2700000000004,4277.333333333333,2540.7616666666663,0.04569,125000,6.36213258684311,9632,6572.444,0.004122,0.049997,0.019534,0.010081,0.000648,0.007859,0.003071,0.001585,"",1,"6s-54e-3L",2,"vlconfigs/msggen1"
"6s-54e-3L_final_vls_3",500,cioq,16,0.05,0,4288.666666666667,2422.955000000001,4285.0,2420.437999999999,0.053523,125000,5.856858381164344,8890,6090.664,0.001568,0.049997,0.019543,0.009526,0.000268,0.008537,0.003337,0.001627,"",1,"6s-54e-3L",3,"vlconfigs/msggen1"
"diamond-48e-4L_final_vls_1",500,cioq,16,0.05,0,5145.0,2670.363999999999,5142.0,2667.998333333333,0.057972,125000,5.1450915826301715,7789,5277.172,0.003838,0.049994,0.021964,0.009215,0.000746,0.009718,0.004269,0.001791,"",1,"diamond-48e-4L",1,"vlconfigs/msggen1"
"diamond-48e-4L_final_vls_2",500,cioq,16,0.05,0,4951.0,2847.1423333333337,4948.0,2844.7463333333326,0.055448,125000,5.574757498048836,8456,5846.006,0.002793,0.049995,0.023728,0.009691,0.000501,0.008969,0.004257,0.001739,"",1,"diamond-48e-4L",2,"vlconfigs/msggen1"
"diamond-48e-4L_final_vls_3",500,cioq,16,0.05,0,5220.5,2762.482000000002,5217.5,2760.0853333333334,0.060658,125000,5.368839256952647,8149,5530.372,0.005141,0.049999,0.0229,0.009146,0.000958,0.009313,0.004266,0.001704,"",1,"diamond-48e-4L",3,"vlconfigs/msggen1"
"double_reserve_mod-48e-6L_final_vls_1",500,cioq,16,0.05,0,5931.0,3285.939333333333,5926.333333333333,3282.451,0.08614,125000,5.1450915826301715,7789,5277.172,0.002176,0.049994,0.017853,0.009339,0.000423,0.009718,0.00347,0.001815,"",1,"double_reserve_mod-48e-6L",1,"vlconfigs/msggen1"
"double_reserve_mod-48e-6L_final_vls_2",500,cioq,16,0.05,0,5049.0,3034.0720000000015,5044.333333333333,3030.6633333333343,0.074599,125000,4.81139337952271,7303,5122.564,0.00166,0.049997,0.017103,0.009259,0.000345,0.010392,0.003555,0.001925,"",1,"double_reserve_mod-48e-6L",2,"vlconfigs/msggen1"
"double_reserve_mod-48e-6L_final_vls_3",500,cioq,16,0.05,0,6249.0,3239.5266666666676,6245.0,3236.154666666668,0.070033,125000,5.428881650380022,8175,5697.206,0.000435,0.049993,0.018207,0.00978,8e-05,0.00921,0.003354,0.001802,"",1,"double_reserve_mod-48e-6L",3,"vlconfigs/msggen1"
"2s-4e_final_vls_1",500,cioq,16,0.05,0,5017.0,3774.5316666666668,5014.0,3772.290333333333,0.229209,125000,0.8496754239880365,1284,780.706,0.021746,0.049967,0.035833,0.010618,0.02561,0.058846,0.042201,0.012505,"",1,"2s-4e",1,"vlconfigs/msggen2"
"2s-4e_final_vls_2",500,cioq,16,0.05,0,4995.0,3902.231999999999,4992.0,3900.023333333334,0.253182,125000,0.8637219506296533,1309,773.388,0.012799,0.049966,0.035011,0.012161,0.014827,0.057889,0.040561,0.01409,"",1,"2s-4e",2,"vlconfigs/msggen2"
"2s-4e_final_vls_3",500,cioq,16,0.05,0,6412.0,4625.647666666667,6409.0,4623.426333333333,0.236709,125000,1.0508617065994117,1594,954.93,0.020575,0.049972,0.036742,0.010595,0.019588,0.04758,0.034982,0.010088,"",1,"2s-4e",3,"vlconfigs/msggen2"
"3s-48e-4L_final_vls_1",500,cioq,16,0.05,0,5251.0,2591.2399999999984,5247.666666666667,2589.034000000001,0.067933,125000,4.729026766291497,7178,4319.922,0.002268,0.049996,0.015983,0.01021,0.00048,0.010573,0.00338,0.002159,"",1,"3s-48e-4L",1,"vlconfigs/msggen2"
"3s-48e-4L_final_vls_2",500,cioq,16,0.05,0,5316.333333333333,2529.5813333333354,5313.333333333333,2527.317333333335,0.067714,125000,4.500855162480871,6796,4179.402,0.002827,0.049993,0.016837,0.011012,0.000628,0.011109,0.003741,0.002447,"",1,"3s-48e-4L",2,"vlconfigs/msggen2"
"3s-48e-4L_final_vls_3",500,cioq,16,0.05,0,3467.5,1481.5249999999994,3464.5,1479.2673333333335,0.062607,125000,2.852904256533151,4330,2613.824,0.001481,0.049986,0.010751,0.007491,0.000519,0.017526,0.003769,0.002626,"",1,"3s-48e-4L",3,"vlconfigs/msggen2"
"6s-54e-3L_final_vls_1",500,cioq,16,0.05,0,4604.333333333333,2511.1640000000007,4601.0,2508.614,0.057849,125000,6.696129637069775,10164,6080.512,0.001006,0.049997,0.014271,0.009911,0.00015,0.007467,0.002131,0.00148,"",1,"6s-54e-3L",1,"vlconfigs/msggen2"
"6s-54e-3L_final_vls_2",500,cioq,16,0.05,0,2267.6666666666665,1200.7089999999994,2265.0,1198.1439999999998,0.054127,125000,3.117595710188303,4679,2881.422,0.000321,0.049994,0.007613,0.006672,0.000103,0.016038,0.002442,0.00214,"",1,"6s-54e-3L",2,"vlconfigs/msggen2"
"6s-54e-3L_final_vls_3",499,cioq,16,0.05,0,2612.6666666666665,1291.2785571142285,2607.6666666666665,1288.714094856379,0.06322,125000,3.230808994572241,4897,3020.5931863727455,8.2e-05,0.049992,0.007724,0.006405,2.5e-05,0.015476,0.002391,0.001983,"",1,"6s-54e-3L",3,"vlconfigs/msggen2"
"diamond-48e-4L_final_vls_1",500,cioq,16,0.05,0,4215.0,2153.001,4211.666666666667,2150.6113333333333,0.055532,125000,4.729026766291497,7178,4319.922,0.002268,0.049996,0.013894,0.00903,0.00048,0.010573,0.002938,0.00191,"",1,"diamond-48e-4L",1,"vlconfigs/msggen2"
"diamond-48e-4L_final_vls_2",499,cioq,16,0.05,0,3735.0,1739.8740814963253,3731.3333333333335,1737.4889779559119,0.060111,125000,3.6835125976130842,5576,3346.775551102204,0.00159,0.04999,0.011126,0.00954,0.000432,0.013574,0.003021,0.002591,"",1,"diamond-48e-4L",2,"vlconfigs/msggen2"
"diamond-48e-4L_final_vls_3",500,cioq,16,0.05,0,3017.3333333333335,1496.5180000000003,3014.0,1494.1309999999992,0.06331,125000,3.2892572857048883,4973,2996.618,0.001503,0.04999,0.011276,0.009842,0.000457,0.015201,0.003429,0.002993,"",1,"diamond-48e-4L",3,"vlconfigs/msggen2"
"double_reserve_mod-48e-6L_final_vls_1",500,cioq,16,0.05,0,4551.0,2606.967666666666,4546.666666666667,2603.546666666666,0.077597,125000,4.729026766291497,7178,4319.922,0.000689,0.049996,0.011071,0.008459,0.000146,0.010573,0.002341,0.001789,"",1,"double_reserve_mod-48e-6L",1,"vlconfigs/msggen2"
"double_reserve_mod-48e-6L_final_vls_2",499,cioq,16,0.05,0,3678.5,2056.056446225784,3674.5,2052.6369405477626,0.082222,125000,3.755727484413731,5701,3459.486973947896,,0.049989,0.00952,0.007725,,0.013313,0.002535,0.002057,"",1,"double_reserve_mod-48e-6L",2,"vlconfigs/msggen2"
"double_reserve_mod-48e-6L_final_vls_3",500,cioq,16,0.05,0,5536.0,3051.616666666667,5531.0,3048.142,0.078176,125000,5.435373410153278,8229,5004.086,0.000777,0.049995,0.013341,0.009325,0.000143,0.009199,0.002455,0.001716,"",1,"double_reserve_mod-48e-6L",3,"vlconfigs/msggen2"
"2s-4e_final_vls_1",500,cioq,4,0.1,0,9525.0,7348.042000000006,9522.0,7345.834666666663,0.239086,125000,1.4824258416472715,2241,1544.818,0.050747,0.099968,0.078721,0.021406,0.034243,0.067457,0.05312,0.014445,"",1,"2s-4e",1,"vlconfigs/msggen1"
"2s-4e_final_vls_2",500,cioq,4,0.1,0,10469.0,7925.090999999998,10467.0,7922.881666666671,0.236907,125000,1.5792549075346252,2389,1630.348,0.0523,0.09997,0.08068,0.021544,0.033127,0.063321,0.051102,0.013646,"",1,"2s-4e",2,"vlconfigs/msggen1"
"2s-4e_final_vls_3",500,cioq,4,0.1,0,9090.0,6924.027000000005,9087.0,6921.789999999998,0.234866,125000,1.4185403220086532,2151,1453.058,0.046681,0.099966,0.075463,0.020677,0.032919,0.070495,0.053216,0.014582,"",1,"2s-4e",3,"vlconfigs/msggen1"
"3s-48e-4L_final_vls_1",500,cioq,4,0.1,0,27313.0,12882.646666666664,27310.0,12880.38766666666,0.137982,125000,10.290183165260343,15579,10554.898,0.007676,0.099993,0.049741,0.021128,0.000746,0.009718,0.004834,0.002053,"",1,"3s-48e-4L",1,"vlconfigs/msggen1"
"3s-48e-4L_final_vls_2",500,cioq,4,0.1,0,19626.333333333332,11478.915666666664,19622.666666666668,11476.653333333332,0.133008,125000,8.991188635137565,13639,9310.038,0.011426,0.099992,0.044252,0.018473,0.001271,0.011122,0.004922,0.002055,"",1,"3s-48e-4L",2,"vlconfigs/msggen1"
"3s-48e-4L_final_vls_3",500,cioq,4,0.1,0,22862.666666666668,12704.752333333328,22859.0,12702.484000000006,0.157196,125000,9.612611746611554,14543,10089.804,0.01061,0.099993,0.048012,0.020852,0.001104,0.010403,0.004995,0.002169,"",1,"3s-48e-4L",3,"vlconfigs/msggen1"
"6s-54e-3L_final_vls_1",500,cioq,4,0.1,0,16626.0,10297.095,16623.0,10294.565666666667,0.104616,125000,11.845534233593936,17886,12342.88,0.008175,0.099992,0.039344,0.019214,0.00069,0.008442,0.003322,0.001622,"",1,"6s-54e-3L",1,"vlconfigs/msggen1"
"6s-54e-3L_final_vls_2",500,cioq,4,0.1,0,18020.666666666668,10338.144333333332,18017.0,10335.66966666667,0.10314,125000,12.72426517368622,19264,13145.386,0.008245,0.099997,0.039068,0.020163,0.000648,0.007859,0.003071,0.001585,"",1,"6s-54e-3L",2,"vlconfigs/msggen1"
"6s-54e-3L_final_vls_3",500,cioq,4,0.1,0,18408.333333333332,9919.730333333337,18404.0,9917.217666666664,0.113083,125000,11.713716762328689,17781,12181.794,0.003136,0.099999,0.039088,0.019054,0.000268,0.008537,0.003337,0.001627,"",1,"6s-54e-3L",3,"vlconfigs/msggen1"
"diamond-48e-4L_final_vls_1",500,cioq,4,0.1,0,19268.333333333332,11168.240333333335,19265.333333333332,11165.880333333325,0.138333,125000,10.290183165260343,15579,10554.898,0.007676,0.099993,0.04393,0.01843,0.000746,0.009718,0.004269,0.001791,"",1,"diamond-48e-4L",1,"vlconfigs/msggen1"
"diamond-48e-4L_final_vls_2",500,cioq,4,0.1,0,20848.0,12054.814999999997,20844.0,12052.416999999998,0.129268,125000,11.149514996097672,16913,11692.508,0.005587,0.099993,0.047459,0.019384,0.000501,0.008969,0.004257,0.001739,"",1,"diamond-48e-4L",2,"vlconfigs/msggen1"
"diamond-48e-4L_final_vls_3",500,cioq,4,0.1,0,19458.666666666668,11468.615,19454.666666666668,11466.214,0.11711,125000,10.737678513905294,16299,11061.29,0.010282,0.100002,0.045802,0.018293,0.000958,0.009313,0.004266,0.001704,"",1,"diamond-48e-4L",3,"vlconfigs/msggen1"
"double_reserve_mod-48e-6L_final_vls_1",500,cioq,4,0.1,0,22045.666666666668,13986.418000000003,22041.333333333332,13982.962,0.223311,125000,10.290183165260343,15579,10554.898,0.004352,0.099993,0.035708,0.018678,0.000423,0.009718,0.00347,0.001815,"",1,"double_reserve_mod-48e-6L",1,"vlconfigs/msggen1"
"double_reserve_mod-48e-6L_final_vls_2",500,cioq,4,0.1,0,19973.0,12348.708000000002,19968.0,12345.34033333333,0.14827,125000,9.62278675904542,14607,10245.628,0.003321,0.099997,0.034207,0.018519,0.000345,0.010392,0.003555,0.001925,"",1,"double_reserve_mod-48e-6L",2,"vlconfigs/msggen1"
"double_reserve_mod-48e-6L_final_vls_3",500,cioq,4,0.1,0,21778.0,13639.419333333333,21773.0,13636.051000000005,0.187676,125000,10.857763300760045,16351,11394.954,0.00087,0.09999,0.036416,0.01956,8e-05,0.00921,0.003354,0.001802,"",1,"double_reserve_mod-48e-6L",3,"vlconfigs/msggen1"
"2s-4e_final_vls_1",500,cioq,4,0.1,0,10197.0,7667.849333333335,10194.0,7665.6146666666655,0.241993,125000,1.699350847976073,2569,1561.956,0.043507,0.099971,0.071693,0.021245,0.02561,0.058846,0.042201,0.012505,"",1,"2s-4e",1,"vlconfigs/msggen2"
"2s-4e_final_vls_2",500,cioq,4,0.1,0,10323.0,7954.765000000003,10320.0,7952.547333333331,0.261199,125000,1.7274439012593066,2618,1547.236,0.025605,0.099967,0.070043,0.024331,0.014827,0.057889,0.040561,0.01409,"",1,"2s-4e",2,"vlconfigs/msggen2"
"2s-4e_final_vls_3",500,cioq,4,0.1,0,13007.0,9377.489666666666,13004.0,9375.254666666666,0.250601,125000,2.1017234131988234,3188,1910.322,0.041157,0.099971,0.073502,0.021196,0.019588,0.04758,0.034982,0.010088,"",1,"2s-4e",3,"vlconfigs/msggen2"
"3s-48e-4L_final_vls_1",500,cioq,4,0.1,0,18655.0,10816.279,18651.333333333332,10814.039333333336,0.148673,125000,9.458053532582994,14357,8640.392,0.004537,0.099995,0.031968,0.020422,0.00048,0.010573,0.00338,0.002159,"",1,"3s-48e-4L",1,"vlconfigs/msggen2"
"3s-48e-4L_final_vls_2",500,cioq,4,0.1,0,18197.333333333332,10555.421999999997,18194.0,10553.131333333327,0.162183,125000,9.001710324961742,13592,8359.308,0.005654,0.099995,0.033677,0.022026,0.000628,0.011109,0.003741,0.002447,"",1,"3s-48e-4L",2,"vlconfigs/msggen2"
"3s-48e-4L_final_vls_3",500,cioq,4,0.1,0,11893.666666666666,6187.176000000002,11891.0,6184.892333333333,0.130897,125000,5.705808513066302,8661,5228.166,0.002962,0.099984,0.021505,0.014983,0.000519,0.017526,0.003769,0.002626,"",1,"3s-48e-4L",3,"vlconfigs/msggen2"
"6s-54e-3L_final_vls_1",500,cioq,4,0.1,0,17436.666666666668,10444.528333333334,17433.333333333332,10441.98666666667,0.117318,125000,13.39225927413955,20329,12161.54,0.002012,0.099996,0.028544,0.019822,0.00015,0.007467,0.002131,0.00148,"",1,"6s-54e-3L",1,"vlconfigs/msggen2"
"6s-54e-3L_final_vls_2",500,cioq,4,0.1,0,7942.5,4924.343333333331,7939.0,4921.795666666667,0.104156,125000,6.235191420376606,9359,5763.344,0.000643,0.099993,0.015227,0.013344,0.000103,0.016038,0.002442,0.00214,"",1,"6s-54e-3L",2,"vlconfigs/msggen2"
"6s-54e-3L_final_vls_3",499,cioq,4,0.1,0,12779.333333333334,5300.980293921174,12774.333333333334,5298.423513694057,0.118167,125000,6.461617989144482,9795,6041.6573146292585,0.000163,0.099995,0.015449,0.012811,2.5e-05,0.015476,0.002391,0.001983,"",1,"6s-54e-3L",3,"vlconfigs/msggen2"
"diamond-48e-4L_final_vls_1",500,cioq,4,0.1,0,17200.333333333332,9321.878666666666,17196.333333333332,9319.48966666667,0.152369,125000,9.458053532582994,14357,8640.392,0.004537,0.099995,0.027789,0.01806,0.00048,0.010573,0.002938,0.00191,"",1,"diamond-48e-4L",1,"vlconfigs/msggen2"
"diamond-48e-4L_final_vls_2",499,cioq,4,0.1,0,13180.0,7278.819305277218,13176.333333333334,7276.437875751504,0.136968,125000,7.3670251952261685,11153,6694.084168336673,0.003181,0.099991,0.022254,0.019083,0.000432,0.013574,0.003021,0.002591,"",1,"diamond-48e-4L",2,"vlconfigs/msggen2"
"diamond-48e-4L_final_vls_3",500,cioq,4,0.1,0,11822.333333333334,6487.2063333333335,11818.333333333334,6484.806999999999,0.13932,125000,6.578514571409777,9946,5993.748,0.003006,0.099994,0.022555,0.019686,0.000457,0.015201,0.003429,0.002993,"",1,"diamond-48e-4L",3,"vlconfigs/msggen2"
"double_reserve_mod-48e-6L_final_vls_1",500,cioq,4,0.1,0,17411.0,11233.943999999996,17406.0,11230.539000000004,0.188837,125000,9.458053532582994,14357,8640.392,0.001378,0.099995,0.022144,0.016918,0.000146,0.010573,0.002341,0.001789,"",1,"double_reserve_mod-48e-6L",1,"vlconfigs/msggen2"
"double_reserve_mod-48e-6L_final_vls_2",499,cioq,4,0.1,0,13892.666666666666,8787.56379425518,13887.666666666666,8784.104876419502,0.181306,125000,7.511454968827462,11402,6919.507014028056,,0.09999,0.019041,0.015451,,0.013313,0.002535,0.002057,"",1,"double_reserve_mod-48e-6L",2,"vlconfigs/msggen2"
"double_reserve_mod-48e-6L_final_vls_3",500,cioq,4,0.1,0,21329.0,13089.871333333329,21325.0,13086.36366666667,0.202364,125000,10.870746820306556,16458,10008.69,0.001554,0.1,0.026683,0.018651,0.000143,0.009199,0.002455,0.001716,"",1,"double_reserve_mod-48e-6L",3,"vlconfigs/msggen2"
"2s-4e_final_vls_1",500,cioq,8,0.1,0,9525.0,7348.042000000006,9522.0,7345.834666666663,0.271139,125000,1.4824258416472715,2241,1544.818,0.050747,0.099968,0.078721,0.021406,0.034243,0.067457,0.05312,0.014445,"",1,"2s-4e",1,"vlconfigs/msggen1"
"2s-4e_final_vls_2",500,cioq,8,0.1,0,10469.0,7925.090999999998,10467.0,7922.881666666671,0.234966,125000,1.5792549075346252,2389,1630.348,0.0523,0.09997,0.08068,0.021544,0.033127,0.063321,0.051102,0.013646,"",1,"2s-4e",2,"vlconfigs/msggen1"
"2s-4e_final_vls_3",500,cioq,8,0.1,0,9090.0,6924.027000000005,9087.0,6921.789999999998,0.235815,125000,1.4185403220086532,2151,1453.058,0.046681,0.099966,0.075463,0.020677,0.032919,0.070495,0.053216,0.014582,"",1,"2s-4e",3,"vlconfigs/msggen1"
"3s-48e-4L_final_vls_1",500,cioq,8,0.1,0,16499.0,8203.920666666669,16495.0,8201.634000000004,0.079244,125000,10.290183165260343,15579,10554.898,0.007676,0.099993,0.049741,0.021128,0.000746,0.009718,0.004834,0.002053,"",1,"3s-48e-4L",1,"vlconfigs/msggen1"
"3s-48e-4L_final_vls_2",500,cioq,8,0.1,0,12867.0,7302.898333333331,12864.0,7300.644000000001,0.082282,125000,8.991188635137565,13639,9310.038,0.011426,0.099992,0.044252,0.018473,0.001271,0.011122,0.004922,0.002055,"",1,"3s-48e-4L",2,"vlconfigs/msggen1"
"3s-48e-4L_final_vls_3",500,cioq,8,0.1,0,15103.0,8049.1543333333375,15100.0,8046.889000000002,0.08018,125000,9.612611746611554,14543,10089.804,0.01061,0.099993,0.048012,0.020852,0.001104,0.010403,0.004995,0.002169,"",1,"3s-48e-4L",3,"vlconfigs/msggen1"
"6s-54e-3L_final_vls_1",500,cioq,8,0.1,0,11563.0,6592.926666666669,11559.666666666666,6590.392,0.065446,125000,11.845534233593936,17886,12342.88,0.008175,0.099992,0.039344,0.019214,0.00069,0.008442,0.003322,0.001622,"",1,"6s-54e-3L",1,"vlconfigs/msggen1"
"6s-54e-3L_final_vls_2",500,cioq,8,0.1,0,12778.666666666666,6513.625333333336,12775.333333333334,6511.128000000002,0.060563,125000,12.72426517368622,19264,13145.386,0.008245,0.099997,0.039068,0.020163,0.000648,0.007859,0.003071,0.001585,"",1,"6s-54e-3L",2,"vlconfigs/msggen1"
"6s-54e-3L_final_vls_3",500,cioq,8,0.1,0,11672.0,6310.990666666666,11667.666666666666,6308.455,0.063492,125000,11.713716762328689,17781,12181.794,0.003136,0.099999,0.039088,0.019054,0.000268,0.008537,0.003337,0.001627,"",1,"6s-54e-3L",3,"vlconfigs/msggen1"
"diamond-48e-4L_final_vls_1",500,cioq,8,0.1,0,12573.666666666666,7103.438333333333,12570.333333333334,7101.078999999997,0.081732,125000,10.290183165260343,15579,10554.898,0.007676,0.099993,0.04393,0.01843,0.000746,0.009718,0.004269,0.001791,"",1,"diamond-48e-4L",1,"vlconfigs/msggen1"
"diamond-48e-4L_final_vls_2",500,cioq,8,0.1,0,13837.0,7660.419999999999,13834.0,7658.029666666667,0.074995,125000,11.149514996097672,16913,11692.508,0.005587,0.099993,0.047459,0.019384,0.000501,0.008969,0.004257,0.001739,"",1,"diamond-48e-4L",2,"vlconfigs/msggen1"
"diamond-48e-4L_final_vls_3",500,cioq,8,0.1,0,12431.0,7283.648666666672,12427.5,7281.265,0.075922,125000,10.737678513905294,16299,11061.29,0.010282,0.100002,0.045802,0.018293,0.000958,0.009313,0.004266,0.001704,"",1,"diamond-48e-4L",3,"vlconfigs/msggen1"
"double_reserve_mod-48e-6L_final_vls_1",500,cioq,8,0.1,0,14674.333333333334,8779.204666666667,14668.666666666666,8775.717666666664,0.114593,125000,10.290183165260343,15579,10554.898,0.004352,0.099993,0.035708,0.018678,0.000423,0.009718,0.00347,0.001815,"",1,"double_reserve_mod-48e-6L",1,"vlconfigs/msggen1"
"double_reserve_mod-48e-6L_final_vls_2",500,cioq,8,0.1,0,13041.0,7917.228000000002,13036.0,7913.872999999996,0.100217,125000,9.62278675904542,14607,10245.628,0.003321,0.099997,0.034207,0.018519,0.000345,0.010392,0.003555,0.001925,"",1,"double_reserve_mod-48e-6L",2,"vlconfigs/msggen1"
"double_reserve_mod-48e-6L_final_vls_3",500,cioq,8,0.1,0,14543.0,8533.259666666667,14538.0,8529.881666666666,0.107362,125000,10.857763300760045,16351,11394.954,0.00087,0.09999,0.036416,0.01956,8e-05,0.00921,0.003354,0.001802,"",1,"double_reserve_mod-48e-6L",3,"vlconfigs/msggen1"
"2s-4e_final_vls_1",500,cioq,8,0.1,0,10197.0,7667.849333333335,10194.0,7665.6146666666655,0.24493,125000,1.699350847976073,2569,1561.956,0.043507,0.099971,0.071693,0.021245,0.02561,0.058846,0.042201,0.012505,"",1,"2s-4e",1,"vlconfigs/msggen2"
"2s-4e_final_vls_2",500,cioq,8,0.1,0,10323.0,7954.765000000003,10320.0,7952.547333333331,0.260647,125000,1.7274439012593066,2618,1547.236,0.025605,0.099967,0.070043,0.024331,0.014827,0.057889,0.040561,0.01409,"",1,"2s-4e",2,"vlconfigs/msggen2"
"2s-4e_final_vls_3",500,cioq,8,0.1,0,13007.0,9377.489666666666,13004.0,9375.254666666666,0.247025,125000,2.1017234131988234,3188,1910.322,0.041157,0.099971,0.073502,0.021196,0.019588,0.04758,0.034982,0.010088,"",1,"2s-4e",3,"vlconfigs/msggen2"
"3s-48e-4L_final_vls_1",500,cioq,8,0.1,0,12065.333333333334,6814.151000000004,12062.0,6811.898666666667,0.094716,125000,9.458053532582994,14357,8640.392,0.004537,0.099995,0.031968,0.020422,0.00048,0.010573,0.00338,0.002159,"",1,"3s-48e-4L",1,"vlconfigs/msggen2"
"3s-48e-4L_final_vls_2",500,cioq,8,0.1,0,12105.5,6639.718333333333,12102.5,6637.427999999999,0.095073,125000,9.001710324961742,13592,8359.308,0.005654,0.099995,0.033677,0.022026,0.000628,0.011109,0.003741,0.002447,"",1,"3s-48e-4L",2,"vlconfigs/msggen2"
"3s-48e-4L_final_vls_3",500,cioq,8,0.1,0,8054.666666666667,3911.6026666666667,8051.666666666667,3909.342,0.093264,125000,5.705808513066302,8661,5228.166,0.002962,0.099984,0.021505,0.014983,0.000519,0.017526,0.003769,0.002626,"",1,"3s-48e-4L",3,"vlconfigs/msggen2"
"6s-54e-3L_final_vls_1",500,cioq,8,0.1,0,10936.666666666666,6566.076666666668,10933.0,6563.535333333334,0.073309,125000,13.39225927413955,20329,12161.54,0.002012,0.099996,0.028544,0.019822,0.00015,0.007467,0.002131,0.00148,"",1,"6s-54e-3L",1,"vlconfigs/msggen2"
"6s-54e-3L_final_vls_2",500,cioq,8,0.1,0,5507.666666666667,3120.2723333333347,5504.333333333333,3117.7446666666674,0.068225,125000,6.235191420376606,9359,5763.344,0.000643,0.099993,0.015227,0.013344,0.000103,0.016038,0.002442,0.00214,"",1,"6s-54e-3L",2,"vlconfigs/msggen2"
"6s-54e-3L_final_vls_3",499,cioq,8,0.1,0,7533.666666666667,3364.7785571142276,7528.333333333333,3362.2224448897787,0.078221,125000,6.461617989144482,9795,6041.6573146292585,0.000163,0.099995,0.015449,0.012811,2.5e-05,0.015476,0.002391,0.001983,"",1,"6s-54e-3L",3,"vlconfigs/msggen2"
"diamond-48e-4L_final_vls_1",500,cioq,8,0.1,0,10839.0,5850.763,10835.666666666666,5848.383333333339,0.09038,125000,9.458053532582994,14357,8640.392,0.004537,0.099995,0.027789,0.01806,0.00048,0.010573,0.002938,0.00191,"",1,"diamond-48e-4L",1,"vlconfigs/msggen2"
