config,n_vlinks,scheme,cell_size,voq_dur_spec,voq_length,voq_dur,bw,jitdef,delays_max,delays_mean,jitters_max,jitters_mean,time,rate,size_factor,smax_max,smax_mean,bw_min,bw_max,bw_mean,bw_var,bw_min_orig,bw_max_orig,bw_mean_orig,bw_var_orig,error,times_calc,topology,config_id,config_dir
"2s4e2L_final_vls_1",100,voqa,256,16.0,782,16.01536,0.01,0,66586.0,55264.66666666668,66489.0,55184.06666666666,0.011498333333333333,12500,0.06580029610133246,99,70.44,0.003149,0.009947,0.005936,0.002254,0.048128,0.151975,0.090752,0.034429,"",3,"2s4e2L",1,"exp-msggen1"
"2s4e2L_final_vls_2",100,voqa,256,16.0,782,16.01536,0.01,0,66607.0,55992.615,66510.0,55910.92333333333,0.012190333333333333,12500,0.06940155043063663,105,73.72,0.003631,0.009929,0.006109,0.002286,0.052638,0.144089,0.088595,0.033166,"",3,"2s4e2L",2,"exp-msggen1"
"2s4e2L_final_vls_3",100,voqa,256,16.0,782,16.01536,0.01,0,66606.0,54973.60666666667,66509.0,54893.40333333334,0.008179,12500,0.06819096196990052,100,71.18,0.002775,0.00993,0.005703,0.002228,0.040967,0.146647,0.084191,0.032885,"",3,"2s4e2L",3,"exp-msggen1"
"2s4e2L_final_vls_4",100,voqa,256,16.0,782,16.01536,0.01,0,66712.0,53673.98333333333,66615.0,53595.39333333332,0.010001,12500,0.07038981881660637,106,73.39,0.003233,0.009921,0.005695,0.002297,0.046228,0.142066,0.081524,0.032904,"",3,"2s4e2L",4,"exp-msggen1"
"2s4e2L_final_vls_5",100,voqa,256,16.0,782,16.01536,0.01,0,66670.0,56660.23166666667,66572.0,56577.29166666667,0.010766,12500,0.07527739720871413,114,79.15,0.00268,0.009931,0.006214,0.002192,0.03589,0.132842,0.083127,0.029319,"",3,"2s4e2L",5,"exp-msggen1"
"2s4e_final_vls_1",100,voqa,256,16.0,782,16.01536,0.01,0,67079.0,55632.98500000001,66982.0,55552.39833333334,0.016337,12500,0.06580029610133246,99,70.44,0.003766,0.009947,0.007124,0.002067,0.057591,0.151975,0.108902,0.031581,"",3,"2s4e",1,"exp-msggen1"
"2s4e_final_vls_2",100,voqa,256,16.0,782,16.01536,0.01,0,67141.0,56390.81166666667,67044.0,56309.063333333324,0.01668,12500,0.06940155043063663,105,73.72,0.003933,0.009929,0.007331,0.002242,0.057024,0.144089,0.106314,0.032513,"",3,"2s4e",2,"exp-msggen1"
"2s4e_final_vls_3",100,voqa,256,16.0,782,16.01536,0.01,0,67079.0,55306.89666666666,66982.0,55226.65166666666,0.017448333333333333,12500,0.06819096196990052,100,71.18,0.003968,0.00993,0.006843,0.001916,0.058619,0.146647,0.101029,0.028297,"",3,"2s4e",3,"exp-msggen1"
"2s4e_final_vls_4",100,voqa,256,16.0,782,16.01536,0.01,0,67204.0,54008.49499999999,67107.0,53929.875,0.013586333333333334,12500,0.07038981881660637,106,73.39,0.003886,0.009921,0.006834,0.00216,0.055539,0.142066,0.097829,0.030964,"",3,"2s4e",4,"exp-msggen1"
"2s4e_final_vls_5",100,voqa,256,16.0,782,16.01536,0.01,0,67224.0,57072.82499999999,67126.0,56989.885,0.015959,12500,0.07303108202851134,110,76.78,0.002606,0.009942,0.007239,0.002335,0.03589,0.136928,0.099752,0.032176,"",3,"2s4e",5,"exp-msggen1"
"3s12e_final_vls_1",300,voqa,256,16.0,782,16.01536,0.01,0,89307.0,60085.29944444448,89178.66666666667,59999.62833333335,0.032846,12500,0.0575957240934433,87,60.693333333333335,0.002481,0.009914,0.005742,0.002107,0.043434,0.173624,0.100495,0.036879,"",3,"3s12e",1,"exp-msggen1"
"3s12e_final_vls_2",300,voqa,256,16.0,782,16.01536,0.01,0,89490.33333333333,59986.48222222223,89362.66666666667,59901.71111111109,0.02523066666666667,12500,0.054252294872073094,82,55.18,0.00254,0.009916,0.005446,0.002008,0.047234,0.184324,0.101328,0.037362,"",3,"3s12e",2,"exp-msggen1"
"3s12e_final_vls_3",300,voqa,256,16.0,782,16.01536,0.01,0,89269.66666666667,60400.24944444444,89147.33333333333,60314.54611111112,0.02677866666666667,12500,0.05544743306108643,84,57.93333333333333,0.002976,0.009916,0.005646,0.00201,0.054129,0.180351,0.102693,0.036543,"",3,"3s12e",3,"exp-msggen1"
"3s12e_final_vls_4",300,voqa,256,16.0,782,16.01536,0.01,0,89518.0,59934.647777777776,89390.0,59849.90722222224,0.01851533333333333,12500,0.053699636453461215,81,56.196666666666665,0.002284,0.009908,0.005564,0.002065,0.042844,0.186221,0.104532,0.03881,"",3,"3s12e",4,"exp-msggen1"
"3s12e_final_vls_5",300,voqa,256,16.0,782,16.01536,0.01,0,89395.66666666667,61196.10166666667,89267.66666666667,61109.26222222221,0.024738,12500,0.05694436535504812,86,58.973333333333336,0.003074,0.009921,0.005797,0.00202,0.054415,0.17561,0.102609,0.035757,"",3,"3s12e",5,"exp-msggen1"
"double_reserve_alt_final_vls_1",95,voqa,256,16.0,782,16.01536,0.01,0,168324.66666666666,121250.20877192983,168088.66666666666,121082.80175438596,0.008638666666666668,12500,0.0632455064067698,94,62.38947368421053,0.001006,0.009912,0.003736,0.002147,0.01603,0.158114,0.059565,0.034234,"",3,"double_reserve_alt",1,"exp-msggen1"
"double_reserve_alt_final_vls_2",100,voqa,256,16.0,782,16.01536,0.01,0,158286.66666666666,122889.18333333332,158078.66666666666,122720.80500000002,0.009618,12500,0.05618198468479097,85,59.6,0.001406,0.009914,0.004004,0.002229,0.025204,0.177993,0.071894,0.040013,"",3,"double_reserve_alt",2,"exp-msggen1"
"double_reserve_alt_final_vls_3",100,voqa,256,16.0,782,16.01536,0.01,0,170375.33333333334,124413.93333333336,170159.33333333334,124246.67666666668,0.009258,12500,0.04917242803615157,72,49.65,0.001279,0.009909,0.003672,0.002027,0.026137,0.203366,0.07538,0.041606,"",3,"double_reserve_alt",3,"exp-msggen1"
"double_reserve_alt_final_vls_4",99,voqa,256,16.0,782,16.01536,0.01,0,158044.66666666666,120015.80303030305,157824.33333333334,119850.54713804716,0.007680333333333334,12500,0.06551963623497963,99,65.8989898989899,0.001265,0.00992,0.004226,0.002343,0.019424,0.152626,0.06499,0.036025,"",3,"double_reserve_alt",4,"exp-msggen1"
"double_reserve_alt_final_vls_5",99,voqa,256,16.0,782,16.01536,0.01,0,167574.66666666666,120131.9175084175,167339.33333333334,119965.90909090909,0.007929666666666666,12500,0.06278606902700429,95,63.55555555555556,0.001324,0.009912,0.003999,0.002231,0.021325,0.159271,0.06424,0.035844,"",3,"double_reserve_alt",5,"exp-msggen1"
"rhomb_final_vls_1",100,voqa,256,16.0,782,16.01536,0.01,0,100541.0,73922.06333333335,100402.0,73818.24833333334,0.009658,12500,0.057624598788730934,86,57.34,0.001426,0.009914,0.004139,0.002388,0.024933,0.173537,0.072433,0.041798,"",3,"rhomb",1,"exp-msggen1"
"rhomb_final_vls_2",100,voqa,256,16.0,782,16.01536,0.01,0,100854.33333333333,73211.39166666669,100716.33333333333,73109.71500000001,0.011452000000000002,12500,0.04906265792043018,74,52.87,0.001944,0.009903,0.004526,0.002461,0.040087,0.203821,0.093191,0.050683,"",3,"rhomb",2,"exp-msggen1"
"rhomb_final_vls_3",99,voqa,256,16.0,782,16.01536,0.01,0,99859.0,70987.05723905723,99716.66666666667,70885.40235690236,0.007810999999999999,12500,0.06308193081173828,95,66.20202020202021,0.002518,0.009919,0.004606,0.00253,0.040248,0.158524,0.073618,0.040432,"",3,"rhomb",3,"exp-msggen1"
"rhomb_final_vls_4",100,voqa,256,16.0,782,16.01536,0.01,0,99634.0,71220.21333333333,99490.33333333333,71118.76166666667,0.006814666666666667,12500,0.06075703262652653,91,62.83,0.002152,0.009923,0.004065,0.002259,0.035742,0.16459,0.067425,0.037474,"",3,"rhomb",4,"exp-msggen1"
"rhomb_final_vls_5",100,voqa,256,16.0,782,16.01536,0.01,0,100932.0,73532.91500000001,100789.0,73428.7783333333,0.013540000000000002,12500,0.0599912412787733,90,62.31,0.001962,0.009933,0.004385,0.002412,0.032967,0.166691,0.073582,0.040471,"",3,"rhomb",5,"exp-msggen1"
"2s4e2L_final_vls_1",100,voqa,256,16.0,782,16.01536,0.01,0,66228.0,56239.33666666666,66130.0,56156.56666666666,0.007296,12500,0.13027618551328818,192,118.69,0.002341,0.009953,0.005845,0.002341,0.01809,0.07676,0.045069,0.018045,"",3,"2s4e2L",1,"exp-msggen2"
"2s4e2L_final_vls_2",100,voqa,256,16.0,782,16.01536,0.01,0,67122.0,56478.71666666667,67030.0,56397.535,0.007222666666666666,12500,0.07797818170475901,113,68.61,0.001801,0.009924,0.006116,0.002778,0.023271,0.128241,0.079006,0.035905,"",3,"2s4e2L",2,"exp-msggen2"
"2s4e2L_final_vls_3",100,voqa,256,16.0,782,16.01536,0.01,0,66184.0,54307.78666666667,66086.0,54228.11666666666,0.008703666666666667,12500,0.1038540227855726,155,94.2,0.002204,0.009949,0.005028,0.002361,0.021394,0.096289,0.048668,0.022837,"",3,"2s4e2L",3,"exp-msggen2"
"2s4e2L_final_vls_4",100,voqa,256,16.0,782,16.01536,0.01,0,66775.0,55299.095,66678.0,55218.26,0.010198,12500,0.08640727203601455,130,80.57,0.002049,0.009913,0.005573,0.002992,0.023884,0.115731,0.064985,0.034924,"",3,"2s4e2L",4,"exp-msggen2"
"2s4e2L_final_vls_5",100,voqa,256,16.0,782,16.01536,0.01,0,66326.0,55388.53999999999,66229.0,55306.99833333334,0.011094666666666668,12500,0.09992605471950756,150,88.93,0.002539,0.009957,0.004979,0.002192,0.025543,0.100074,0.050075,0.022042,"",3,"2s4e2L",5,"exp-msggen2"
"2s4e_final_vls_1",100,voqa,256,16.0,782,16.01536,0.01,0,67242.0,55210.30333333334,67151.0,55131.33833333333,0.022616333333333332,12500,0.06644827334161722,100,59.48,0.001717,0.009929,0.006016,0.002937,0.026042,0.150493,0.091258,0.044502,"",3,"2s4e",1,"exp-msggen2"
"2s4e_final_vls_2",100,voqa,256,16.0,782,16.01536,0.01,0,66800.0,57618.65666666665,66702.0,57534.12833333333,0.012712333333333334,12500,0.12498906345694753,187,113.71,0.003347,0.00996,0.006867,0.002171,0.026911,0.080007,0.055201,0.017436,"",3,"2s4e",2,"exp-msggen2"
"2s4e_final_vls_3",100,voqa,256,16.0,782,16.01536,0.01,0,67856.0,54894.38833333333,67767.0,54818.39666666666,0.009115,12500,0.04661439639018115,68,44.29,0.002007,0.009919,0.005403,0.002426,0.043497,0.214526,0.116941,0.052435,"",3,"2s4e",3,"exp-msggen2"
"2s4e_final_vls_4",100,voqa,256,16.0,782,16.01536,0.01,0,67428.0,55800.676666666666,67337.0,55720.31,0.024119,12500,0.08755877382693132,132,74.41,0.001465,0.00992,0.005795,0.00274,0.016837,0.114209,0.066668,0.031535,"",3,"2s4e",4,"exp-msggen2"
"2s4e_final_vls_5",100,voqa,256,16.0,782,16.01536,0.01,0,69943.0,57127.52166666666,69854.0,57051.87666666667,0.013290333333333333,12500,0.033625087004912624,50,32.14,0.001379,0.009892,0.00462,0.003349,0.041594,0.297397,0.138992,0.100616,"",3,"2s4e",5,"exp-msggen2"
"3s12e_final_vls_1",300,voqa,256,16.0,782,16.01536,0.01,0,99906.0,60165.02722222221,99767.0,60080.09555555555,0.017958333333333337,12500,0.06089318118157128,91,55.75,0.000868,0.009902,0.004907,0.002234,0.014404,0.164222,0.081315,0.037044,"",3,"3s12e",1,"exp-msggen2"
"3s12e_final_vls_2",300,voqa,256,16.0,782,16.01536,0.01,0,88249.33333333333,58691.04666666667,88121.33333333333,58605.71611111112,0.018403333333333334,12500,0.08424103043628431,127,79.59,0.001881,0.009948,0.005033,0.002203,0.02251,0.118707,0.060095,0.026261,"",3,"3s12e",2,"exp-msggen2"
"3s12e_final_vls_3",300,voqa,256,16.0,782,16.01536,0.01,0,88730.66666666667,57831.24111111109,88607.0,57747.85666666663,0.01649,12500,0.07278815008916548,110,66.98,0.001835,0.009918,0.004583,0.00201,0.025452,0.137385,0.063409,0.027817,"",3,"3s12e",3,"exp-msggen2"
"3s12e_final_vls_4",299,voqa,256,16.0,782,16.01536,0.01,0,88883.0,59549.84894091412,88754.66666666667,59465.11594202899,0.019036,12500,0.0645331991042792,97,58.73913043478261,0.001179,0.009907,0.004089,0.001879,0.018443,0.154959,0.063874,0.029331,"",3,"3s12e",4,"exp-msggen2"
"3s12e_final_vls_5",300,voqa,256,16.0,782,16.01536,0.01,0,100193.0,59467.60722222223,100053.0,59385.501111111094,0.024778666666666668,12500,0.04684959873318685,71,42.096666666666664,0.000884,0.009889,0.003799,0.00258,0.019062,0.213449,0.081979,0.055606,"",3,"3s12e",5,"exp-msggen2"
"double_reserve_alt_final_vls_1",99,voqa,256,16.0,782,16.01536,0.01,0,154207.66666666666,119489.17340067343,153988.0,119319.24410774413,0.008613,12500,0.11229898481717725,170,102.31313131313131,0.001275,0.009949,0.003694,0.002076,0.011429,0.089048,0.033064,0.018583,"",3,"double_reserve_alt",1,"exp-msggen2"
"double_reserve_alt_final_vls_2",97,voqa,256,16.0,782,16.01536,0.01,0,167932.66666666666,120241.3556701031,167697.0,120074.26460481099,0.011488333333333335,12500,0.0807526143658901,121,73.71134020618557,0.001769,0.009941,0.004042,0.002298,0.02204,0.123835,0.050375,0.028628,"",3,"double_reserve_alt",2,"exp-msggen2"
"double_reserve_alt_final_vls_3",98,voqa,256,16.0,782,16.01536,0.01,0,169754.5,124611.18537414967,169539.0,124441.47108843536,0.010660999999999999,12500,0.058768908896437426,86,52.816326530612244,0.000648,0.009954,0.003288,0.002227,0.011081,0.170158,0.056201,0.038003,"",3,"double_reserve_alt",3,"exp-msggen2"
"double_reserve_alt_final_vls_4",100,voqa,256,16.0,782,16.01536,0.01,0,169150.0,122033.10166666665,168915.0,121866.06833333334,0.010226666666666667,12500,0.06570820301206404,99,59.51,0.000869,0.009936,0.003794,0.002426,0.013327,0.152188,0.058102,0.037138,"",3,"double_reserve_alt",4,"exp-msggen2"
"double_reserve_alt_final_vls_5",98,voqa,256,16.0,782,16.01536,0.01,0,166381.0,121174.44047619043,166171.5,121004.55102040812,0.009701333333333334,12500,0.09014368904033028,135,77.95918367346938,0.00047,0.009946,0.003439,0.002334,0.005244,0.110934,0.03836,0.026049,"",3,"double_reserve_alt",5,"exp-msggen2"
"rhomb_final_vls_1",100,voqa,256,16.0,782,16.01536,0.01,0,98785.0,71316.28666666667,98642.0,71212.56166666668,0.011419,12500,0.11229898481717725,170,102.16,0.001819,0.009949,0.004221,0.002368,0.016283,0.089048,0.037782,0.021196,"",3,"rhomb",1,"exp-msggen2"
"rhomb_final_vls_2",99,voqa,256,16.0,782,16.01536,0.01,0,100335.0,73073.80471380471,100199.0,72972.51346801348,0.010278666666666667,12500,0.05752052044566899,87,51.44444444444444,0.000912,0.009917,0.003788,0.002465,0.015978,0.173851,0.066397,0.043227,"",3,"rhomb",2,"exp-msggen2"
"rhomb_final_vls_3",100,voqa,256,16.0,782,16.01536,0.01,0,99046.66666666667,73758.69333333336,98903.33333333333,73652.26333333337,0.011991,12500,0.09690955431295971,145,88.04,0.000768,0.009944,0.003858,0.002313,0.007951,0.103189,0.040016,0.023998,"",3,"rhomb",3,"exp-msggen2"
"rhomb_final_vls_4",100,voqa,256,16.0,782,16.01536,0.01,0,117118.5,74005.915,116960.5,73906.62000000001,0.012066666666666668,12500,0.04640758856888278,66,40.51,0.000627,0.009877,0.003393,0.002176,0.013679,0.215482,0.074108,0.047544,"",3,"rhomb",4,"exp-msggen2"
"rhomb_final_vls_5",98,voqa,256,16.0,782,16.01536,0.01,0,99697.0,72135.1105442177,99558.33333333333,72031.64795918368,0.010443666666666665,12500,0.07586908031500841,114,72.0204081632653,0.001868,0.009942,0.004272,0.002459,0.024846,0.131806,0.056708,0.032613,"",3,"rhomb",5,"exp-msggen2"
"2s4e2L_final_vls_1",100,voqa,256,32.0,1563,32.01024,0.01,0,132241.0,109802.32333333332,132156.0,109721.74166666665,0.008089333333333332,12500,0.06580029610133246,99,70.44,0.003149,0.009947,0.005936,0.002254,0.048128,0.151975,0.090752,0.034429,"",3,"2s4e2L",1,"exp-msggen1"
"2s4e2L_final_vls_2",100,voqa,256,32.0,1563,32.01024,0.01,0,132350.0,111217.20166666668,132252.0,111135.45166666666,0.010080666666666667,12500,0.06940155043063663,105,73.72,0.003631,0.009929,0.006109,0.002286,0.052638,0.144089,0.088595,0.033166,"",3,"2s4e2L",2,"exp-msggen1"
"2s4e2L_final_vls_3",100,voqa,256,32.0,1563,32.01024,0.01,0,132265.0,109229.24333333332,132168.0,109149.015,0.010865666666666668,12500,0.06819096196990052,100,71.18,0.002775,0.00993,0.005703,0.002228,0.040967,0.146647,0.084191,0.032885,"",3,"2s4e2L",3,"exp-msggen1"
"2s4e2L_final_vls_4",100,voqa,256,32.0,1563,32.01024,0.01,0,132407.0,106577.15833333334,132315.0,106498.56833333334,0.008099333333333333,12500,0.07038981881660637,106,73.39,0.003233,0.009921,0.005695,0.002297,0.046228,0.142066,0.081524,0.032904,"",3,"2s4e2L",4,"exp-msggen1"
"2s4e2L_final_vls_5",100,voqa,256,32.0,1563,32.01024,0.01,0,132390.0,112601.60666666664,132293.0,112518.70333333331,0.010386333333333332,12500,0.07527739720871413,114,79.15,0.00268,0.009931,0.006214,0.002192,0.03589,0.132842,0.083127,0.029319,"",3,"2s4e2L",5,"exp-msggen1"
"2s4e_final_vls_1",100,voqa,256,32.0,1563,32.01024,0.01,0,133024.0,110367.35333333333,132934.0,110286.71666666666,0.014686666666666667,12500,0.06580029610133246,99,70.44,0.003766,0.009947,0.007124,0.002067,0.057591,0.151975,0.108902,0.031581,"",3,"2s4e",1,"exp-msggen1"
"2s4e_final_vls_2",100,voqa,256,32.0,1563,32.01024,0.01,0,133148.0,111822.55,133051.0,111740.80666666669,0.013916666666666666,12500,0.06940155043063663,105,73.72,0.003933,0.009929,0.007331,0.002242,0.057024,0.144089,0.106314,0.032513,"",3,"2s4e",2,"exp-msggen1"
"2s4e_final_vls_3",100,voqa,256,32.0,1563,32.01024,0.01,0,133045.0,109735.70166666666,132948.0,109655.475,0.018659,12500,0.06819096196990052,100,71.18,0.003968,0.00993,0.006843,0.001916,0.058619,0.146647,0.101029,0.028297,"",3,"2s4e",3,"exp-msggen1"
"2s4e_final_vls_4",100,voqa,256,32.0,1563,32.01024,0.01,0,133124.0,107069.18666666666,133032.0,106990.63,0.01649,12500,0.07038981881660637,106,73.39,0.003886,0.009921,0.006834,0.00216,0.055539,0.142066,0.097829,0.030964,"",3,"2s4e",4,"exp-msggen1"
"2s4e_final_vls_5",100,voqa,256,32.0,1563,32.01024,0.01,0,133271.0,113237.17333333332,133174.0,113154.28166666666,0.007939666666666666,12500,0.07303108202851134,110,76.78,0.002606,0.009942,0.007239,0.002335,0.03589,0.136928,0.099752,0.032176,"",3,"2s4e",5,"exp-msggen1"
"3s12e_final_vls_1",300,voqa,256,32.0,1563,32.01024,0.01,0,177323.0,119189.70166666666,177195.0,119104.02888888883,0.027897999999999996,12500,0.0575957240934433,87,60.693333333333335,0.002481,0.009914,0.005742,0.002107,0.043434,0.173624,0.100495,0.036879,"",3,"3s12e",1,"exp-msggen1"
"3s12e_final_vls_2",300,voqa,256,32.0,1563,32.01024,0.01,0,177486.0,119037.20666666672,177358.0,118952.48222222221,0.019228333333333333,12500,0.054252294872073094,82,55.18,0.00254,0.009916,0.005446,0.002008,0.047234,0.184324,0.101328,0.037362,"",3,"3s12e",2,"exp-msggen1"
"3s12e_final_vls_3",300,voqa,256,32.0,1563,32.01024,0.01,0,177142.33333333334,119836.94277777779,177020.33333333334,119751.27666666664,0.023457999999999996,12500,0.05544743306108643,84,57.93333333333333,0.002976,0.009916,0.005646,0.00201,0.054129,0.180351,0.102693,0.036543,"",3,"3s12e",3,"exp-msggen1"
"3s12e_final_vls_4",300,voqa,256,32.0,1563,32.01024,0.01,0,177513.66666666666,118859.34444444443,177385.66666666666,118774.58277777783,0.018274666666666665,12500,0.053699636453461215,81,56.196666666666665,0.002284,0.009908,0.005564,0.002065,0.042844,0.186221,0.104532,0.03881,"",3,"3s12e",4,"exp-msggen1"
"3s12e_final_vls_5",300,voqa,256,32.0,1563,32.01024,0.01,0,177430.0,121438.85000000005,177304.33333333334,121351.9688888889,0.022767999999999997,12500,0.05694436535504812,86,58.973333333333336,0.003074,0.009921,0.005797,0.00202,0.054415,0.17561,0.102609,0.035757,"",3,"3s12e",5,"exp-msggen1"
"double_reserve_alt_final_vls_1",95,voqa,256,32.0,1563,32.01024,0.01,0,334861.0,241244.37192982456,334625.3333333333,241076.97368421048,0.008806333333333334,12500,0.0632455064067698,94,62.38947368421053,0.001006,0.009912,0.003736,0.002147,0.01603,0.158114,0.059565,0.034234,"",3,"double_reserve_alt",1,"exp-msggen1"
"double_reserve_alt_final_vls_2",100,voqa,256,32.0,1563,32.01024,0.01,0,314951.6666666667,244497.0583333333,314743.6666666667,244328.72833333336,0.011610333333333334,12500,0.05618198468479097,85,59.6,0.001406,0.009914,0.004004,0.002229,0.025204,0.177993,0.071894,0.040013,"",3,"double_reserve_alt",2,"exp-msggen1"
"double_reserve_alt_final_vls_3",100,voqa,256,32.0,1563,32.01024,0.01,0,338571.0,247339.57166666666,338354.3333333333,247172.3466666667,0.010790333333333332,12500,0.04917242803615157,72,49.65,0.001279,0.009909,0.003672,0.002027,0.026137,0.203366,0.07538,0.041606,"",3,"double_reserve_alt",3,"exp-msggen1"
"double_reserve_alt_final_vls_4",99,voqa,256,32.0,1563,32.01024,0.01,0,314430.0,238808.03367003374,314209.6666666667,238642.79124579133,0.007816333333333333,12500,0.06551963623497963,99,65.8989898989899,0.001265,0.00992,0.004226,0.002343,0.019424,0.152626,0.06499,0.036025,"",3,"double_reserve_alt",4,"exp-msggen1"
"double_reserve_alt_final_vls_5",99,voqa,256,32.0,1563,32.01024,0.01,0,333646.6666666667,239102.67340067346,333411.6666666667,238936.55555555556,0.01138,12500,0.06278606902700429,95,63.55555555555556,0.001324,0.009912,0.003999,0.002231,0.021325,0.159271,0.06424,0.035844,"",3,"double_reserve_alt",5,"exp-msggen1"
"rhomb_final_vls_1",100,voqa,256,32.0,1563,32.01024,0.01,0,199732.0,146866.715,199593.66666666666,146762.84000000005,0.009470000000000001,12500,0.057624598788730934,86,57.34,0.001426,0.009914,0.004139,0.002388,0.024933,0.173537,0.072433,0.041798,"",3,"rhomb",1,"exp-msggen1"
"rhomb_final_vls_2",100,voqa,256,32.0,1563,32.01024,0.01,0,200292.0,145379.44666666668,200154.0,145277.72666666665,0.009631666666666665,12500,0.04906265792043018,74,52.87,0.001944,0.009903,0.004526,0.002461,0.040087,0.203821,0.093191,0.050683,"",3,"rhomb",2,"exp-msggen1"
"rhomb_final_vls_3",99,voqa,256,32.0,1563,32.01024,0.01,0,198586.33333333334,141154.5101010101,198444.0,141052.83164983167,0.007265000000000001,12500,0.06308193081173828,95,66.20202020202021,0.002518,0.009919,0.004606,0.00253,0.040248,0.158524,0.073618,0.040432,"",3,"rhomb",3,"exp-msggen1"
"rhomb_final_vls_4",100,voqa,256,32.0,1563,32.01024,0.01,0,198136.0,141675.18666666665,197992.66666666666,141573.79166666672,0.014210666666666665,12500,0.06075703262652653,91,62.83,0.002152,0.009923,0.004065,0.002259,0.035742,0.16459,0.067425,0.037474,"",3,"rhomb",4,"exp-msggen1"
"rhomb_final_vls_5",100,voqa,256,32.0,1563,32.01024,0.01,0,200690.0,146083.55333333332,200547.0,145979.4883333333,0.008857333333333333,12500,0.0599912412787733,90,62.31,0.001962,0.009933,0.004385,0.002412,0.032967,0.166691,0.073582,0.040471,"",3,"rhomb",5,"exp-msggen1"
"2s4e2L_final_vls_1",100,voqa,256,32.0,1563,32.01024,0.01,0,131252.0,111482.02666666666,131154.0,111399.28333333334,0.010173333333333333,12500,0.13027618551328818,192,118.69,0.002341,0.009953,0.005845,0.002341,0.01809,0.07676,0.045069,0.018045,"",3,"2s4e2L",1,"exp-msggen2"
"2s4e2L_final_vls_2",100,voqa,256,32.0,1563,32.01024,0.01,0,133149.0,111930.88999999998,133058.0,111849.73333333334,0.011596666666666667,12500,0.07797818170475901,113,68.61,0.001801,0.009924,0.006116,0.002778,0.023271,0.128241,0.079006,0.035905,"",3,"2s4e2L",2,"exp-msggen2"
"2s4e2L_final_vls_3",100,voqa,256,32.0,1563,32.01024,0.01,0,131041.0,107525.635,130943.0,107445.99,0.010819,12500,0.1038540227855726,155,94.2,0.002204,0.009949,0.005028,0.002361,0.021394,0.096289,0.048668,0.022837,"",3,"2s4e2L",3,"exp-msggen2"
"2s4e2L_final_vls_4",100,voqa,256,32.0,1563,32.01024,0.01,0,132413.0,109632.30999999998,132316.0,109551.5116666667,0.012316666666666665,12500,0.08640727203601455,130,80.57,0.002049,0.009913,0.005573,0.002992,0.023884,0.115731,0.064985,0.034924,"",3,"2s4e2L",4,"exp-msggen2"
"2s4e2L_final_vls_5",100,voqa,256,32.0,1563,32.01024,0.01,0,131289.0,109772.37666666666,131192.0,109690.92666666667,0.020889,12500,0.09992605471950756,150,88.93,0.002539,0.009957,0.004979,0.002192,0.025543,0.100074,0.050075,0.022042,"",3,"2s4e2L",5,"exp-msggen2"
"2s4e_final_vls_1",100,voqa,256,32.0,1563,32.01024,0.01,0,133269.0,109292.27,133179.0,109213.39666666668,0.015406333333333333,12500,0.06644827334161722,100,59.48,0.001717,0.009929,0.006016,0.002937,0.026042,0.150493,0.091258,0.044502,"",3,"2s4e",1,"exp-msggen2"
"2s4e_final_vls_2",100,voqa,256,32.0,1563,32.01024,0.01,0,132070.0,113805.32666666666,131972.0,113720.845,0.010501666666666668,12500,0.12498906345694753,187,113.71,0.003347,0.00996,0.006867,0.002171,0.026911,0.080007,0.055201,0.017436,"",3,"2s4e",2,"exp-msggen2"
"2s4e_final_vls_3",100,voqa,256,32.0,1563,32.01024,0.01,0,134126.0,108586.08500000002,134040.0,108510.16666666664,0.022443333333333332,12500,0.04661439639018115,68,44.29,0.002007,0.009919,0.005403,0.002426,0.043497,0.214526,0.116941,0.052435,"",3,"2s4e",3,"exp-msggen2"
"2s4e_final_vls_4",100,voqa,256,32.0,1563,32.01024,0.01,0,133128.0,110289.27333333332,133036.0,110208.8183333333,0.034709333333333335,12500,0.08755877382693132,132,74.41,0.001465,0.00992,0.005795,0.00274,0.016837,0.114209,0.066668,0.031535,"",3,"2s4e",4,"exp-msggen2"
"2s4e_final_vls_5",100,voqa,256,32.0,1563,32.01024,0.01,0,138263.0,112975.07166666666,138175.0,112899.40666666668,0.008291666666666668,12500,0.033625087004912624,50,32.14,0.001379,0.009892,0.00462,0.003349,0.041594,0.297397,0.138992,0.100616,"",3,"2s4e",5,"exp-msggen2"
"3s12e_final_vls_1",300,voqa,256,32.0,1563,32.01024,0.01,0,197882.0,119023.56000000006,197744.0,118938.58499999998,0.024503666666666663,12500,0.06089318118157128,91,55.75,0.000868,0.009902,0.004907,0.002234,0.014404,0.164222,0.081315,0.037044,"",3,"3s12e",1,"exp-msggen2"
"3s12e_final_vls_2",300,voqa,256,32.0,1563,32.01024,0.01,0,174839.0,116120.14666666664,174710.66666666666,116034.78611111111,0.025315,12500,0.08424103043628431,127,79.59,0.001881,0.009948,0.005033,0.002203,0.02251,0.118707,0.060095,0.026261,"",3,"3s12e",2,"exp-msggen2"
"3s12e_final_vls_3",300,voqa,256,32.0,1563,32.01024,0.01,0,175689.0,114503.59999999998,175565.0,114420.225,0.01802166666666667,12500,0.07278815008916548,110,66.98,0.001835,0.009918,0.004583,0.00201,0.025452,0.137385,0.063409,0.027817,"",3,"3s12e",3,"exp-msggen2"
