config,n_vlinks,scheme,cell_size,voq_dur_spec,voq_length,voq_dur,bw,jitdef,delays_max,delays_mean,jitters_max,jitters_mean,time,rate,size_factor,smax_max,smax_mean,bw_min,bw_max,bw_mean,bw_var,bw_min_orig,bw_max_orig,bw_mean_orig,bw_var_orig,error,times_calc,topology,config_id,config_dir
"3s12e_final_vls_4",299,voqa,256,64.0,3125,64.0,0.1,0,366954.3333333333,246069.4587513935,366826.3333333333,245982.19453734663,0.019391,12500,0.6453319910427919,979,592.1638795986622,0.011893,0.099925,0.041183,0.018913,0.018443,0.154959,0.063874,0.029331,"",3,"3s12e",4,"exp-msggen2"
"3s12e_final_vls_5",300,voqa,256,64.0,3125,64.0,0.1,0,412387.0,243738.99944444443,412244.0,243652.1661111112,0.027149333333333334,12500,0.46849598733186854,710,425.55333333333334,0.008923,0.099955,0.038382,0.026043,0.019062,0.213449,0.081979,0.055606,"",3,"3s12e",5,"exp-msggen2"
"double_reserve_alt_final_vls_1",99,voqa,256,64.0,3125,64.0,0.1,0,667510.0,523093.6296296295,667290.3333333334,522922.6043771044,0.008531666666666667,12500,1.1229898481717726,1704,1028.1010101010102,0.012825,0.099945,0.03711,0.020858,0.011429,0.089048,0.033064,0.018583,"",3,"double_reserve_alt",1,"exp-msggen2"
"double_reserve_alt_final_vls_2",97,voqa,256,64.0,3125,64.0,0.1,0,731356.6666666666,527092.9570446736,731120.6666666666,526923.2388316151,0.009230333333333333,12500,0.807526143658901,1219,741.3092783505155,0.01779,0.099937,0.040651,0.023102,0.02204,0.123835,0.050375,0.028628,"",3,"double_reserve_alt",2,"exp-msggen2"
"double_reserve_alt_final_vls_3",98,voqa,256,64.0,3125,64.0,0.1,0,730830.0,532758.1258503401,730594.5,532582.887755102,0.013334,12500,0.5876890889643743,869,532.2857142857143,0.006509,0.099935,0.033005,0.022322,0.011081,0.170158,0.056201,0.038003,"",3,"double_reserve_alt",3,"exp-msggen2"
"double_reserve_alt_final_vls_4",100,voqa,256,64.0,3125,64.0,0.1,0,742235.0,534733.9716666667,741999.5,534563.1533333333,0.009966000000000001,12500,0.6570820301206404,992,599.57,0.008751,0.099926,0.038146,0.024382,0.013327,0.152188,0.058102,0.037138,"",3,"double_reserve_alt",4,"exp-msggen2"
"double_reserve_alt_final_vls_5",98,voqa,256,64.0,3125,64.0,0.1,0,719153.5,525879.4897959183,718917.5,525707.0952380953,0.008329,12500,0.9014368904033029,1350,783.7755102040817,0.004723,0.099927,0.034555,0.023463,0.005244,0.110934,0.03836,0.026049,"",3,"double_reserve_alt",5,"exp-msggen2"
"rhomb_final_vls_1",100,voqa,256,64.0,3125,64.0,0.1,0,418142.6666666667,305320.955,417999.3333333333,305216.41833333333,0.013461,12500,1.1229898481717726,1704,1026.57,0.018275,0.099945,0.042406,0.023789,0.016283,0.089048,0.037782,0.021196,"",3,"rhomb",1,"exp-msggen2"
"rhomb_final_vls_2",99,voqa,256,64.0,3125,64.0,0.1,0,418952.0,306969.5656565657,418809.0,306864.3821548821,0.008529,12500,0.57520520445669,873,518.7777777777778,0.009184,0.099918,0.03816,0.024844,0.015978,0.173851,0.066397,0.043227,"",3,"rhomb",2,"exp-msggen2"
"rhomb_final_vls_3",100,voqa,256,64.0,3125,64.0,0.1,0,419854.3333333333,313925.4666666666,419710.6666666667,313817.7316666667,0.007253666666666666,12500,0.9690955431295972,1451,884.79,0.007701,0.099941,0.038757,0.023242,0.007951,0.103189,0.040016,0.023998,"",3,"rhomb",3,"exp-msggen2"
"rhomb_final_vls_4",100,voqa,256,64.0,3125,64.0,0.1,0,481477.5,309915.69833333336,481311.0,309810.6533333333,0.009284666666666668,12500,0.46407588568882785,666,410.04,0.006341,0.099926,0.034362,0.022049,0.013679,0.215482,0.074108,0.047544,"",3,"rhomb",4,"exp-msggen2"
"rhomb_final_vls_5",98,voqa,256,64.0,3125,64.0,0.1,0,417502.0,306035.7670068027,417358.6666666667,305931.1768707482,0.015663,12500,0.7586908031500842,1147,724.6836734693877,0.018841,0.099908,0.04299,0.024723,0.024846,0.131806,0.056708,0.032613,"",3,"rhomb",5,"exp-msggen2"
"2s4e2L_final_vls_1",100,voqa,256,128.0,6250,128.0,0.1,0,555719.0,463036.9550000001,555622.0,462955.3550000001,0.008295666666666666,12500,0.6580029610133246,994,708.29,0.031646,0.099935,0.059677,0.02264,0.048128,0.151975,0.090752,0.034429,"",3,"2s4e2L",1,"exp-msggen1"
"2s4e2L_final_vls_2",100,voqa,256,128.0,6250,128.0,0.1,0,558625.0,470186.16333333333,558528.0,470103.7150000001,0.006670333333333334,12500,0.6940155043063663,1052,741.62,0.036509,0.099924,0.061444,0.023001,0.052638,0.144089,0.088595,0.033166,"",3,"2s4e2L",2,"exp-msggen1"
"2s4e2L_final_vls_3",100,voqa,256,128.0,6250,128.0,0.1,0,557435.0,460428.3299999999,557338.0,460347.1283333333,0.008799333333333333,12500,0.6819096196990051,1007,715.98,0.027915,0.099926,0.057365,0.022408,0.040967,0.146647,0.084191,0.032885,"",3,"2s4e2L",3,"exp-msggen1"
"2s4e2L_final_vls_4",100,voqa,256,128.0,6250,128.0,0.1,0,557296.0,448703.2133333334,557199.0,448623.865,0.010998333333333332,12500,0.7038981881660638,1062,738.67,0.032511,0.099921,0.057343,0.023145,0.046228,0.142066,0.081524,0.032904,"",3,"2s4e2L",4,"exp-msggen1"
"2s4e2L_final_vls_5",100,voqa,256,128.0,6250,128.0,0.1,0,559521.0,476485.35166666657,559424.0,476401.83,0.006588666666666666,12500,0.7527739720871413,1140,796.42,0.026997,0.099939,0.062538,0.022058,0.03589,0.132842,0.083127,0.029319,"",3,"2s4e2L",5,"exp-msggen1"
"2s4e_final_vls_1",100,voqa,256,128.0,6250,128.0,0.1,0,562851.0,468216.545,562754.0,468134.98333333345,0.007729,12500,0.6580029610133246,994,708.29,0.037871,0.099935,0.071612,0.020767,0.057591,0.151975,0.108902,0.031581,"",3,"2s4e",1,"exp-msggen1"
"2s4e_final_vls_2",100,voqa,256,128.0,6250,128.0,0.1,0,566305.0,476084.6499999999,566208.0,476002.13,0.014499333333333331,12500,0.6940155043063663,1052,741.62,0.039548,0.099924,0.073733,0.022548,0.057024,0.144089,0.106314,0.032513,"",3,"2s4e",2,"exp-msggen1"
"2s4e_final_vls_3",100,voqa,256,128.0,6250,128.0,0.1,0,564475.0,465049.39666666667,564378.0,464968.205,0.010301,12500,0.6819096196990051,1007,715.98,0.039939,0.099926,0.068839,0.019281,0.058619,0.146647,0.101029,0.028297,"",3,"2s4e",3,"exp-msggen1"
"2s4e_final_vls_4",100,voqa,256,128.0,6250,128.0,0.1,0,564137.0,453204.0433333333,564039.0,453124.7016666667,0.010274333333333335,12500,0.7038981881660638,1062,738.67,0.039058,0.099921,0.068811,0.021781,0.055539,0.142066,0.097829,0.030964,"",3,"2s4e",4,"exp-msggen1"
"2s4e_final_vls_5",100,voqa,256,128.0,6250,128.0,0.1,0,567306.0,481644.68833333335,567209.0,481561.08333333326,0.014030666666666665,12500,0.7303108202851134,1106,772.68,0.026197,0.099937,0.072807,0.023484,0.03589,0.136928,0.099752,0.032176,"",3,"2s4e",5,"exp-msggen1"
"3s12e_final_vls_1",300,voqa,256,128.0,6250,128.0,0.1,0,745676.6666666666,502632.9566666665,745548.6666666666,502545.5077777778,0.03251433333333333,12500,0.575957240934433,873,611.2866666666666,0.024994,0.099929,0.057835,0.021224,0.043434,0.173624,0.100495,0.036879,"",3,"3s12e",1,"exp-msggen1"
"3s12e_final_vls_2",300,voqa,256,128.0,6250,128.0,0.1,0,742550.0,499481.6099999998,742422.0,499394.4072222223,0.030631333333333333,12500,0.5425229487207309,823,556.5033333333333,0.025602,0.099918,0.054925,0.020252,0.047234,0.184324,0.101328,0.037362,"",3,"3s12e",2,"exp-msggen1"
"3s12e_final_vls_3",300,voqa,256,128.0,6250,128.0,0.1,0,741838.3333333334,503982.25555555563,741710.3333333334,503894.4294444448,0.022187333333333333,12500,0.5544743306108644,841,583.74,0.029979,0.099906,0.056894,0.020244,0.054129,0.180351,0.102693,0.036543,"",3,"3s12e",3,"exp-msggen1"
"3s12e_final_vls_4",300,voqa,256,128.0,6250,128.0,0.1,0,740545.3333333334,498736.66333333333,740417.3333333334,498649.5877777778,0.01734233333333333,12500,0.5369963645346122,815,566.62,0.022987,0.099914,0.056083,0.020822,0.042844,0.186221,0.104532,0.03881,"",3,"3s12e",4,"exp-msggen1"
"3s12e_final_vls_5",300,voqa,256,128.0,6250,128.0,0.1,0,742685.6666666666,510945.28777777794,742557.3333333334,510856.3266666668,0.019956333333333333,12500,0.5694436535504812,863,594.0233333333333,0.030961,0.099926,0.058382,0.020344,0.054415,0.17561,0.102609,0.035757,"",3,"3s12e",5,"exp-msggen1"
"double_reserve_alt_final_vls_1",95,voqa,256,128.0,6250,128.0,0.1,0,1443420.0,1051447.9543859654,1443184.6666666667,1051277.6736842107,0.008905333333333333,12500,0.632455064067698,944,628.8315789473684,0.010129,0.099909,0.03764,0.021633,0.01603,0.158114,0.059565,0.034234,"",3,"double_reserve_alt",1,"exp-msggen1"
"double_reserve_alt_final_vls_2",100,voqa,256,128.0,6250,128.0,0.1,0,1373208.0,1071898.1216666668,1372988.0,1071726.6883333332,0.011996,12500,0.5618198468479098,851,600.9,0.01415,0.099912,0.040356,0.02246,0.025204,0.177993,0.071894,0.040013,"",3,"double_reserve_alt",2,"exp-msggen1"
"double_reserve_alt_final_vls_3",100,voqa,256,128.0,6250,128.0,0.1,0,1448229.0,1064013.505,1447994.0,1063840.8083333333,0.010252666666666667,12500,0.4917242803615157,720,501.27,0.012842,0.099893,0.037028,0.020437,0.026137,0.203366,0.07538,0.041606,"",3,"double_reserve_alt",3,"exp-msggen1"
"double_reserve_alt_final_vls_4",99,voqa,256,128.0,6250,128.0,0.1,0,1386117.3333333333,1058592.4444444445,1385897.0,1058424.6043771044,0.008341,12500,0.6551963623497962,994,663.6363636363636,0.012713,0.099918,0.042547,0.023585,0.019424,0.152626,0.06499,0.036025,"",3,"double_reserve_alt",4,"exp-msggen1"
"double_reserve_alt_final_vls_5",99,voqa,256,128.0,6250,128.0,0.1,0,1434037.0,1047437.5656565658,1433801.6666666667,1047268.9478114479,0.011662333333333335,12500,0.627860690270043,951,640.5050505050505,0.013377,0.099922,0.040301,0.022487,0.021325,0.159271,0.06424,0.035844,"",3,"double_reserve_alt",5,"exp-msggen1"
"rhomb_final_vls_1",100,voqa,256,128.0,6250,128.0,0.1,0,843051.3333333334,623064.0416666665,842908.0,622957.6283333333,0.012123333333333333,12500,0.5762459878873094,860,577.71,0.014352,0.099919,0.041705,0.024066,0.024933,0.173537,0.072433,0.041798,"",3,"rhomb",1,"exp-msggen1"
"rhomb_final_vls_2",100,voqa,256,128.0,6250,128.0,0.1,0,837705.3333333334,613370.9383333332,837562.3333333334,613266.2466666668,0.009239333333333334,12500,0.49062657920430186,741,533.45,0.01965,0.099907,0.045679,0.024843,0.040087,0.203821,0.093191,0.050683,"",3,"rhomb",2,"exp-msggen1"
"rhomb_final_vls_3",99,voqa,256,128.0,6250,128.0,0.1,0,839252.0,601802.7558922558,839108.3333333334,601699.8350168349,0.017385666666666664,12500,0.6308193081173828,956,666.8787878787879,0.025366,0.099913,0.046401,0.025484,0.040248,0.158524,0.073618,0.040432,"",3,"rhomb",3,"exp-msggen1"
"rhomb_final_vls_4",100,voqa,256,128.0,6250,128.0,0.1,0,829595.0,600003.2483333334,829451.6666666666,599899.8450000001,0.023382666666666666,12500,0.6075703262652653,914,632.63,0.021694,0.099923,0.040934,0.022751,0.035742,0.16459,0.067425,0.037474,"",3,"rhomb",4,"exp-msggen1"
"rhomb_final_vls_5",100,voqa,256,128.0,6250,128.0,0.1,0,855492.0,618887.7316666668,855349.0,618781.7599999999,0.012056333333333336,12500,0.599912412787733,904,626.91,0.019758,0.099912,0.044105,0.024259,0.032967,0.166691,0.073582,0.040471,"",3,"rhomb",5,"exp-msggen1"
"2s4e2L_final_vls_1",100,voqa,256,128.0,6250,128.0,0.1,0,561004.0,473590.97666666674,560907.0,473507.50666666665,0.025059,12500,1.302761855132882,1925,1191.32,0.023557,0.099954,0.058687,0.023497,0.01809,0.07676,0.045069,0.018045,"",3,"2s4e2L",1,"exp-msggen2"
"2s4e2L_final_vls_2",100,voqa,256,128.0,6250,128.0,0.1,0,568409.0,475581.6033333333,568312.0,475498.785,0.020576333333333332,12500,0.7797818170475902,1137,690.64,0.01814,0.099958,0.061576,0.027988,0.023271,0.128241,0.079006,0.035905,"",3,"2s4e2L",2,"exp-msggen2"
"2s4e2L_final_vls_3",100,voqa,256,128.0,6250,128.0,0.1,0,558603.0,455804.4483333333,558506.0,455723.67500000016,0.013039000000000002,12500,1.038540227855726,1554,947.2,0.022208,0.099953,0.050522,0.023707,0.021394,0.096289,0.048668,0.022837,"",3,"2s4e2L",3,"exp-msggen2"
"2s4e2L_final_vls_4",100,voqa,256,128.0,6250,128.0,0.1,0,568102.0,462331.35833333334,568005.0,462249.555,0.006598666666666667,12500,0.8640727203601456,1306,810.12,0.020626,0.099916,0.05611,0.030149,0.023884,0.115731,0.064985,0.034924,"",3,"2s4e2L",4,"exp-msggen2"
"2s4e2L_final_vls_5",100,voqa,256,128.0,6250,128.0,0.1,0,555877.0,461067.74666666664,555780.0,460985.2183333334,0.008895,12500,0.9992605471950757,1505,893.57,0.025509,0.09996,0.050019,0.022019,0.025543,0.100074,0.050075,0.022042,"",3,"2s4e2L",5,"exp-msggen2"
"2s4e_final_vls_1",100,voqa,256,128.0,6250,128.0,0.1,0,563852.0,456860.965,563754.0,456779.8133333334,0.028477666666666665,12500,0.6644827334161723,1006,598.98,0.017291,0.099928,0.060593,0.029551,0.026042,0.150493,0.091258,0.044502,"",3,"2s4e",1,"exp-msggen2"
"2s4e_final_vls_2",100,voqa,256,128.0,6250,128.0,0.1,0,570445.0,487760.335,570348.0,487675.31500000006,0.019825,12500,1.2498906345694754,1878,1141.96,0.033619,0.099961,0.068965,0.021784,0.026911,0.080007,0.055201,0.017436,"",3,"2s4e",2,"exp-msggen2"
"2s4e_final_vls_3",100,voqa,256,128.0,6250,128.0,0.1,0,563288.0,452040.6233333333,563191.0,451960.48,0.020625666666666667,12500,0.46614396390181145,685,447.32,0.020249,0.099904,0.054455,0.02442,0.043497,0.214526,0.116941,0.052435,"",3,"2s4e",3,"exp-msggen2"
"2s4e_final_vls_4",100,voqa,256,128.0,6250,128.0,0.1,0,574783.0,466709.03166666673,574685.0,466626.92,0.016003666666666666,12500,0.8755877382693132,1328,748.87,0.014731,0.099933,0.058334,0.027594,0.016837,0.114209,0.066668,0.031535,"",3,"2s4e",4,"exp-msggen2"
"2s4e_final_vls_5",100,voqa,256,128.0,6250,128.0,0.1,0,583538.0,466920.105,583441.0,466837.8016666667,0.015221666666666666,12500,0.33625087004912624,508,326.24,0.013968,0.099886,0.046677,0.033794,0.041594,0.297397,0.138992,0.100616,"",3,"2s4e",5,"exp-msggen2"
"3s12e_final_vls_1",300,voqa,256,128.0,6250,128.0,0.1,0,818134.0,496916.10833333345,817991.0,496828.27388888894,0.024202,12500,0.6089318118157129,913,562.21,0.008762,0.099886,0.04947,0.022535,0.014404,0.164222,0.081315,0.037044,"",3,"3s12e",1,"exp-msggen2"
"3s12e_final_vls_2",300,voqa,256,128.0,6250,128.0,0.1,0,730829.6666666666,490005.90166666685,730701.0,489919.43611111114,0.023377666666666668,12500,0.842410304362843,1276,800.4833333333333,0.01895,0.099959,0.050598,0.022112,0.02251,0.118707,0.060095,0.026261,"",3,"3s12e",2,"exp-msggen2"
"3s12e_final_vls_3",300,voqa,256,128.0,6250,128.0,0.1,0,740180.3333333334,480074.15833333344,740052.6666666666,479989.1033333332,0.01789333333333333,12500,0.7278815008916548,1104,674.2933333333333,0.018513,0.099923,0.046117,0.020231,0.025452,0.137385,0.063409,0.027817,"",3,"3s12e",3,"exp-msggen2"
"3s12e_final_vls_4",299,voqa,256,128.0,6250,128.0,0.1,0,731273.3333333334,490162.8088071348,731145.3333333334,490075.5256410256,0.018094999999999997,12500,0.6453319910427919,979,592.1638795986622,0.011893,0.099925,0.041183,0.018913,0.018443,0.154959,0.063874,0.029331,"",3,"3s12e",4,"exp-msggen2"
"3s12e_final_vls_5",300,voqa,256,128.0,6250,128.0,0.1,0,821475.0,485639.45611111115,821332.0,485552.5694444442,0.022397333333333335,12500,0.46849598733186854,710,425.55333333333334,0.008923,0.099955,0.038382,0.026043,0.019062,0.213449,0.081979,0.055606,"",3,"3s12e",5,"exp-msggen2"
"double_reserve_alt_final_vls_1",99,voqa,256,128.0,6250,128.0,0.1,0,1329765.3333333333,1041915.9191919192,1329545.0,1041744.8720538722,0.009488666666666666,12500,1.1229898481717726,1704,1028.1010101010102,0.012825,0.099945,0.03711,0.020858,0.011429,0.089048,0.033064,0.018583,"",3,"double_reserve_alt",1,"exp-msggen2"
"double_reserve_alt_final_vls_2",97,voqa,256,128.0,6250,128.0,0.1,0,1457850.3333333333,1050887.1237113401,1457615.0,1050717.4450171823,0.019165333333333336,12500,0.807526143658901,1219,741.3092783505155,0.01779,0.099937,0.040651,0.023102,0.02204,0.123835,0.050375,0.028628,"",3,"double_reserve_alt",2,"exp-msggen2"
"double_reserve_alt_final_vls_3",98,voqa,256,128.0,6250,128.0,0.1,0,1457900.5,1062747.532312925,1457665.5,1062572.2976190476,0.009489333333333334,12500,0.5876890889643743,869,532.2857142857143,0.006509,0.099935,0.033005,0.022322,0.011081,0.170158,0.056201,0.038003,"",3,"double_reserve_alt",3,"exp-msggen2"
"double_reserve_alt_final_vls_4",100,voqa,256,128.0,6250,128.0,0.1,0,1481430.0,1066796.8583333332,1481194.5,1066626.0516666665,0.009833,12500,0.6570820301206404,992,599.57,0.008751,0.099926,0.038146,0.024382,0.013327,0.152188,0.058102,0.037138,"",3,"double_reserve_alt",4,"exp-msggen2"
"double_reserve_alt_final_vls_5",98,voqa,256,128.0,6250,128.0,0.1,0,1434878.5,1048917.3622448982,1434642.5,1048744.957482993,0.012442333333333333,12500,0.9014368904033029,1350,783.7755102040817,0.004723,0.099927,0.034555,0.023463,0.005244,0.110934,0.03836,0.026049,"",3,"double_reserve_alt",5,"exp-msggen2"
"rhomb_final_vls_1",100,voqa,256,128.0,6250,128.0,0.1,0,831838.6666666666,607091.9966666665,831695.0,606987.4949999999,0.009771666666666666,12500,1.1229898481717726,1704,1026.57,0.018275,0.099945,0.042406,0.023789,0.016283,0.089048,0.037782,0.021196,"",3,"rhomb",1,"exp-msggen2"
"rhomb_final_vls_2",99,voqa,256,128.0,6250,128.0,0.1,0,835481.3333333334,611989.4141414142,835337.6666666666,611884.2659932659,0.008679333333333332,12500,0.57520520445669,873,518.7777777777778,0.009184,0.099918,0.03816,0.024844,0.015978,0.173851,0.066397,0.043227,"",3,"rhomb",2,"exp-msggen2"
"rhomb_final_vls_3",100,voqa,256,128.0,6250,128.0,0.1,0,836076.0,624801.705,835932.6666666666,624693.9466666667,0.014131666666666667,12500,0.9690955431295972,1451,884.79,0.007701,0.099941,0.038757,0.023242,0.007951,0.103189,0.040016,0.023998,"",3,"rhomb",3,"exp-msggen2"
"rhomb_final_vls_4",100,voqa,256,128.0,6250,128.0,0.1,0,960515.0,618322.1633333333,960348.5,618217.1983333334,0.009842333333333333,12500,0.46407588568882785,666,410.04,0.006341,0.099926,0.034362,0.022049,0.013679,0.215482,0.074108,0.047544,"",3,"rhomb",4,"exp-msggen2"
"rhomb_final_vls_5",98,voqa,256,128.0,6250,128.0,0.1,0,831464.3333333334,609345.8860544219,831320.6666666666,609241.3911564626,0.006745999999999999,12500,0.7586908031500842,1147,724.6836734693877,0.018841,0.099908,0.04299,0.024723,0.024846,0.131806,0.056708,0.032613,"",3,"rhomb",5,"exp-msggen2"
"2s4e2L_final_vls_1",100,voqa,256,16.0,782,16.01536,0.15,0,75655.0,62929.98833333335,75557.0,62848.46500000001,0.006338333333333334,12500,0.9870044415199868,1491,1062.63,0.047487,0.149934,0.089531,0.033965,0.048128,0.151975,0.090752,0.034429,"",3,"2s4e2L",1,"exp-msggen1"
"2s4e2L_final_vls_2",100,voqa,256,16.0,782,16.01536,0.15,0,76317.0,64299.16333333334,76220.0,64216.65666666668,0.012852999999999998,12500,1.0410232564595494,1579,1112.7,0.054783,0.149934,0.092189,0.034511,0.052638,0.144089,0.088595,0.033166,"",3,"2s4e2L",2,"exp-msggen1"
"2s4e2L_final_vls_3",100,voqa,256,16.0,782,16.01536,0.15,0,76078.0,62494.73166666666,75981.0,62413.51833333333,0.008239333333333335,12500,1.0228644295485076,1511,1074.29,0.04188,0.149929,0.086074,0.033621,0.040967,0.146647,0.084191,0.032885,"",3,"2s4e2L",3,"exp-msggen1"
"2s4e2L_final_vls_4",100,voqa,256,16.0,782,16.01536,0.15,0,76539.0,61307.16833333334,76442.0,61227.81,0.010438333333333332,12500,1.0558472822490954,1594,1108.32,0.048786,0.149934,0.086035,0.034726,0.046228,0.142066,0.081524,0.032904,"",3,"2s4e2L",4,"exp-msggen1"
"2s4e2L_final_vls_5",100,voqa,256,16.0,782,16.01536,0.15,0,77046.0,65177.29833333335,76949.0,65093.71666666666,0.006049,12500,1.1291609581307118,1710,1194.84,0.040506,0.149924,0.093821,0.033091,0.03589,0.132842,0.083127,0.029319,"",3,"2s4e2L",5,"exp-msggen1"
"2s4e_final_vls_1",100,voqa,256,16.0,782,16.01536,0.15,0,77981.0,64625.86499999999,77884.0,64544.305,0.011526333333333333,12500,0.9870044415199868,1491,1062.63,0.056815,0.149934,0.107437,0.031156,0.057591,0.151975,0.108902,0.031581,"",3,"2s4e",1,"exp-msggen1"
"2s4e_final_vls_2",100,voqa,256,16.0,782,16.01536,0.15,0,78939.0,66214.07333333333,78841.0,66131.55500000001,0.020824,12500,1.0410232564595494,1579,1112.7,0.059333,0.149934,0.110627,0.033832,0.057024,0.144089,0.106314,0.032513,"",3,"2s4e",2,"exp-msggen1"
"2s4e_final_vls_3",100,voqa,256,16.0,782,16.01536,0.15,0,78128.0,64010.565,78031.0,63929.32833333334,0.033762,12500,1.0228644295485076,1511,1074.29,0.05993,0.149929,0.103288,0.028929,0.058619,0.146647,0.101029,0.028297,"",3,"2s4e",3,"exp-msggen1"
"2s4e_final_vls_4",100,voqa,256,16.0,782,16.01536,0.15,0,78853.0,62885.825,78756.0,62806.43666666667,0.028938000000000002,12500,1.0558472822490954,1594,1108.32,0.058616,0.149934,0.103242,0.032678,0.055539,0.142066,0.097829,0.030964,"",3,"2s4e",4,"exp-msggen1"
"2s4e_final_vls_5",100,voqa,256,16.0,782,16.01536,0.15,0,79336.0,66804.52666666667,79239.0,66720.91,0.029309,12500,1.09546623042767,1659,1159.11,0.039291,0.149925,0.109217,0.03523,0.03589,0.136928,0.099752,0.032176,"",3,"2s4e",5,"exp-msggen1"
"3s12e_final_vls_1",300,voqa,256,16.0,782,16.01536,0.15,0,101575.33333333333,68678.0938888889,101447.0,68590.65888888892,0.043646333333333336,12500,0.8639358614016495,1309,917.17,0.037504,0.149914,0.086774,0.031843,0.043434,0.173624,0.100495,0.036879,"",3,"3s12e",1,"exp-msggen1"
"3s12e_final_vls_2",300,voqa,256,16.0,782,16.01536,0.15,0,100907.66666666667,68057.82666666668,100779.66666666667,67970.59166666665,0.024269333333333334,12500,0.8137844230810963,1235,834.9866666666667,0.038421,0.149916,0.08241,0.030386,0.047234,0.184324,0.101328,0.037362,"",3,"3s12e",2,"exp-msggen1"
"3s12e_final_vls_3",300,voqa,256,16.0,782,16.01536,0.15,0,100561.0,68668.81722222222,100432.66666666667,68580.95777777776,0.017365666666666665,12500,0.8317114959162965,1262,875.8233333333334,0.044998,0.149909,0.085364,0.030375,0.054129,0.180351,0.102693,0.036543,"",3,"3s12e",3,"exp-msggen1"
"3s12e_final_vls_4",300,voqa,256,16.0,782,16.01536,0.15,0,100754.66666666667,68113.03444444445,100626.0,68025.94944444446,0.024021333333333336,12500,0.8054945468019181,1222,850.1633333333333,0.034489,0.149902,0.084147,0.03124,0.042844,0.186221,0.104532,0.03881,"",3,"3s12e",4,"exp-msggen1"
"3s12e_final_vls_5",300,voqa,256,16.0,782,16.01536,0.15,0,101367.0,69715.14555555553,101239.0,69626.18833333334,0.021194333333333332,12500,0.8541654803257218,1294,891.2833333333333,0.046459,0.149927,0.087598,0.030526,0.054415,0.17561,0.102609,0.035757,"",3,"3s12e",5,"exp-msggen1"
"double_reserve_alt_final_vls_1",95,voqa,256,16.0,782,16.01536,0.15,0,,,,,,12500,0.9486825961015469,0,0,0.015201,0.149922,0.05648,0.032461,0.01603,0.158114,0.059565,0.034234,"other",0,"double_reserve_alt",1,"exp-msggen1"
"double_reserve_alt_final_vls_2",100,voqa,256,16.0,782,16.01536,0.15,0,,,,,,12500,0.8427297702718646,0,0,0.021226,0.149905,0.060552,0.033701,0.025204,0.177993,0.071894,0.040013,"other",0,"double_reserve_alt",2,"exp-msggen1"
"double_reserve_alt_final_vls_3",100,voqa,256,16.0,782,16.01536,0.15,0,,,,,,12500,0.7375864205422735,0,0,0.019267,0.149907,0.055566,0.030671,0.026137,0.203366,0.07538,0.041606,"other",0,"double_reserve_alt",3,"exp-msggen1"
"double_reserve_alt_final_vls_4",99,voqa,256,16.0,782,16.01536,0.15,0,,,,,,12500,0.9827945435246942,0,0,0.019081,0.149921,0.063839,0.035388,0.019424,0.152626,0.06499,0.036025,"other",0,"double_reserve_alt",4,"exp-msggen1"
"double_reserve_alt_final_vls_5",99,voqa,256,16.0,782,16.01536,0.15,0,,,,,,12500,0.9417910354050643,0,0,0.020077,0.149907,0.060469,0.033739,0.021325,0.159271,0.06424,0.035844,"other",0,"double_reserve_alt",5,"exp-msggen1"
"rhomb_final_vls_1",100,voqa,256,16.0,782,16.01536,0.15,0,113915.0,84288.86666666665,113771.66666666667,84182.43666666666,0.014484000000000002,12500,0.864368981830964,1290,866.73,0.021538,0.149909,0.062572,0.036108,0.024933,0.173537,0.072433,0.041798,"",3,"rhomb",1,"exp-msggen1"
"rhomb_final_vls_2",100,voqa,256,16.0,782,16.01536,0.15,0,112917.33333333333,83412.515,112774.33333333333,83307.7,0.007270666666666666,12500,0.7359398688064527,1112,800.44,0.029486,0.149918,0.068539,0.037275,0.040087,0.203821,0.093191,0.050683,"",3,"rhomb",2,"exp-msggen1"
"rhomb_final_vls_3",99,voqa,256,16.0,782,16.01536,0.15,0,113028.33333333333,81504.1026936027,112885.0,81401.23905723907,0.008912,12500,0.9462289621760742,1435,1000.6060606060606,0.038062,0.149929,0.069623,0.038238,0.040248,0.158524,0.073618,0.040432,"",3,"rhomb",3,"exp-msggen1"
"rhomb_final_vls_4",100,voqa,256,16.0,782,16.01536,0.15,0,110745.66666666667,80616.325,110602.66666666667,80512.94833333333,0.012826666666666667,12500,0.9113554893978979,1371,949.17,0.032559,0.149921,0.061414,0.034134,0.035742,0.16459,0.067425,0.037474,"",3,"rhomb",4,"exp-msggen1"
"rhomb_final_vls_5",100,voqa,256,16.0,782,16.01536,0.15,0,116338.0,84275.67333333332,116195.0,84169.765,0.009945333333333334,12500,0.8998686191815994,1356,940.65,0.029653,0.149928,0.066181,0.036401,0.032967,0.166691,0.073582,0.040471,"",3,"rhomb",5,"exp-msggen1"
"2s4e2L_final_vls_1",100,voqa,256,16.0,782,16.01536,0.15,0,79653.0,66530.825,79556.0,66447.305,0.006383,12500,1.9541427826993225,2888,1787.27,0.035341,0.149954,0.088045,0.035251,0.01809,0.07676,0.045069,0.018045,"",3,"2s4e2L",1,"exp-msggen2"
